,AcceptedAnsId,Age,Age_vot,AnsContributed,AnsId,AnsRank,AnsWordCount,Ans_count,Comments,CumScore,CumVotes,DRank,EPbias,Pbias,QContributed,QReScore,QScore,QVotes,QuestionId,ReScore,ReScore_rank,Score,ScoreRcvAns,ScoreRcvQ,VotRcvAns,VotRcvQ,Votes
10,109.0,614.0,614.0,4.0,9.0,3.0,25.0,8.0,3.0,8.0,8.0,2.0,0.0595611285266,0.333333333333,0.0,0.962962962963,26.0,26.0,3.0,0.888888888889,1.0,1.0,23.0,0.0,25.0,0.0,1.0
11,109.0,1501.0,1501.0,5.0,9.0,3.0,25.0,11.0,3.0,9.0,9.0,2.0,0.013698630137,0.333333333333,0.0,0.962962962963,26.0,26.0,3.0,0.9,1.0,1.0,28.0,0.0,30.0,0.0,1.0
12,10.0,0.0,0.0,0.0,10.0,1.0,145.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.75,1.0,3.0,5.0,0.0,5.0,0.0,3.0
13,10.0,1.0,1.0,0.0,10.0,1.0,145.0,5.0,2.0,4.0,4.0,0.0,0.40726124704,1.0,0.0,0.923076923077,12.0,12.0,2.0,0.8,1.0,1.0,8.0,0.0,8.0,0.0,1.0
14,10.0,14.0,14.0,15.0,10.0,1.0,145.0,5.0,3.0,5.0,5.0,0.0,0.40726124704,1.0,0.0,0.923076923077,12.0,12.0,2.0,0.833333333333,1.0,1.0,47.0,0.0,47.0,0.0,1.0
15,10.0,25.0,25.0,15.0,10.0,1.0,145.0,5.0,3.0,6.0,6.0,0.0,0.40726124704,1.0,0.0,0.923076923077,12.0,12.0,2.0,0.857142857143,1.0,1.0,51.0,0.0,51.0,0.0,1.0
16,10.0,807.0,807.0,22.0,10.0,1.0,145.0,5.0,3.0,7.0,7.0,0.0,0.40726124704,1.0,1.0,0.923076923077,12.0,12.0,2.0,0.875,1.0,1.0,146.0,8.0,152.0,8.0,1.0
17,10.0,1317.0,1317.0,5.0,10.0,1.0,145.0,5.0,3.0,8.0,8.0,0.0,0.40726124704,1.0,3.0,0.923076923077,12.0,12.0,2.0,0.888888888889,1.0,1.0,164.0,15.0,170.0,15.0,1.0
18,109.0,0.0,0.0,5.0,11.0,2.0,47.0,2.0,0.0,3.0,3.0,0.0,0.496412263536,0.5,0.0,0.0,0.0,0.0,3.0,0.75,2.0,3.0,15.0,0.0,17.0,0.0,3.0
19,109.0,1.0,1.0,3.0,11.0,4.0,47.0,7.0,1.0,4.0,4.0,1.0,0.104166666667,0.25,1.0,0.962962962963,26.0,26.0,3.0,0.8,3.0,1.0,19.0,6.0,21.0,6.0,1.0
20,109.0,12.0,12.0,3.0,11.0,3.0,47.0,8.0,1.0,5.0,5.0,1.0,0.0595611285266,0.333333333333,1.0,0.962962962963,26.0,26.0,3.0,0.833333333333,2.0,1.0,26.0,8.0,28.0,8.0,1.0
21,109.0,751.0,751.0,6.0,11.0,6.0,47.0,9.0,1.0,4.0,6.0,1.0,0.0296052631579,0.166666666667,1.0,0.962962962963,26.0,26.0,3.0,0.571428571429,5.0,-1.0,42.0,10.0,46.0,10.0,1.0
22,109.0,822.0,822.0,6.0,11.0,6.0,47.0,9.0,2.0,3.0,7.0,0.0,0.0296052631579,0.166666666667,1.0,0.962962962963,26.0,26.0,3.0,0.375,6.0,-1.0,41.0,10.0,47.0,10.0,1.0
23,109.0,0.0,0.0,4.0,12.0,5.0,29.0,5.0,0.0,-1.0,1.0,0.0,0.167324388319,0.2,0.0,0.0,0.0,0.0,3.0,-0.5,5.0,-1.0,4.0,0.0,6.0,0.0,1.0
24,109.0,1219.0,1219.0,8.0,12.0,8.0,29.0,10.0,1.0,-2.0,2.0,-1.0,0.0291828793774,0.125,0.0,0.962962962963,26.0,26.0,3.0,-0.666666666667,9.0,-1.0,27.0,0.0,33.0,0.0,1.0
25,10.0,0.0,0.0,3.0,13.0,2.0,89.0,2.0,0.0,3.0,3.0,0.0,0.496412263536,0.5,0.0,0.0,0.0,0.0,2.0,0.75,2.0,3.0,9.0,0.0,9.0,0.0,3.0
26,10.0,14.0,14.0,3.0,13.0,4.0,89.0,5.0,3.0,4.0,4.0,2.0,0.150749802684,0.25,0.0,0.923076923077,12.0,12.0,2.0,0.8,2.0,1.0,25.0,0.0,25.0,0.0,1.0
27,10.0,807.0,807.0,1.0,13.0,4.0,89.0,5.0,4.0,5.0,5.0,2.0,0.150749802684,0.25,1.0,0.923076923077,12.0,12.0,2.0,0.833333333333,2.0,1.0,39.0,17.0,39.0,17.0,1.0
28,109.0,0.0,0.0,2.0,15.0,6.0,67.0,6.0,0.0,-1.0,1.0,0.0,0.164179104478,0.166666666667,0.0,0.0,0.0,0.0,3.0,-0.5,6.0,-1.0,0.0,0.0,2.0,0.0,1.0
29,109.0,1.0,1.0,2.0,15.0,7.0,67.0,7.0,1.0,-2.0,2.0,0.0,0.125,0.142857142857,0.0,0.962962962963,26.0,26.0,3.0,-0.666666666667,7.0,-1.0,-1.0,0.0,3.0,0.0,1.0
30,109.0,1219.0,1219.0,2.0,15.0,10.0,67.0,11.0,1.0,-3.0,3.0,-1.0,0.219178082192,0.1,0.0,0.962962962963,26.0,26.0,3.0,-0.75,11.0,-1.0,-3.0,0.0,5.0,0.0,1.0
31,2977.0,0.0,0.0,3.0,16.0,1.0,45.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.75,1.0,3.0,5.0,0.0,7.0,0.0,3.0
32,2977.0,1.0,1.0,6.0,16.0,1.0,45.0,2.0,0.0,5.0,5.0,0.0,0.503587736464,1.0,0.0,0.958333333333,23.0,23.0,7.0,0.833333333333,1.0,2.0,10.0,0.0,12.0,0.0,2.0
33,2977.0,3.0,3.0,6.0,16.0,1.0,45.0,3.0,0.0,6.0,6.0,0.0,0.446432286249,1.0,0.0,0.958333333333,23.0,23.0,7.0,0.857142857143,1.0,1.0,17.0,0.0,19.0,0.0,1.0
34,2977.0,10.0,10.0,6.0,16.0,1.0,45.0,4.0,0.0,7.0,7.0,0.0,0.411052843889,1.0,0.0,0.958333333333,23.0,23.0,7.0,0.875,1.0,1.0,21.0,0.0,23.0,0.0,1.0
35,2977.0,1370.0,1370.0,8.0,16.0,3.0,45.0,6.0,1.0,8.0,8.0,0.0,0.089552238806,0.333333333333,0.0,0.958333333333,23.0,23.0,7.0,0.888888888889,3.0,1.0,29.0,0.0,35.0,0.0,1.0
36,2977.0,4.0,4.0,14.0,17.0,2.0,133.0,4.0,0.0,1.0,1.0,-1.0,0.161355385236,0.5,1.0,0.958333333333,23.0,23.0,7.0,0.5,3.0,1.0,30.0,5.0,36.0,9.0,1.0
37,2977.0,139.0,139.0,17.0,17.0,2.0,133.0,4.0,1.0,2.0,2.0,-1.0,0.161355385236,0.5,2.0,0.958333333333,23.0,23.0,7.0,0.666666666667,3.0,1.0,75.0,14.0,83.0,18.0,1.0
38,2977.0,1370.0,1370.0,11.0,17.0,4.0,133.0,6.0,1.0,3.0,3.0,0.0,0.170812603648,0.25,3.0,0.958333333333,23.0,23.0,7.0,0.75,4.0,1.0,88.0,22.0,96.0,26.0,1.0
39,20.0,0.0,0.0,3.0,20.0,1.0,28.0,1.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.875,1.0,7.0,3.0,0.0,3.0,0.0,7.0
40,20.0,1.0,1.0,3.0,20.0,1.0,28.0,2.0,0.0,8.0,8.0,0.0,0.503587736464,1.0,0.0,0.916666666667,11.0,11.0,14.0,0.888888888889,1.0,1.0,14.0,0.0,14.0,0.0,1.0
41,20.0,2.0,2.0,3.0,20.0,1.0,28.0,2.0,0.0,9.0,9.0,0.0,0.503587736464,1.0,0.0,0.916666666667,11.0,11.0,14.0,0.9,1.0,1.0,19.0,0.0,19.0,0.0,1.0
42,20.0,29.0,29.0,3.0,20.0,1.0,28.0,2.0,0.0,10.0,10.0,0.0,0.503587736464,1.0,0.0,0.916666666667,11.0,11.0,14.0,0.909090909091,1.0,1.0,27.0,0.0,27.0,0.0,1.0
43,20.0,36.0,36.0,3.0,20.0,1.0,28.0,2.0,0.0,11.0,11.0,0.0,0.503587736464,1.0,0.0,0.916666666667,11.0,11.0,14.0,0.916666666667,1.0,1.0,28.0,0.0,28.0,0.0,1.0
44,20.0,42.0,42.0,3.0,20.0,1.0,28.0,2.0,0.0,12.0,12.0,0.0,0.503587736464,1.0,0.0,0.916666666667,11.0,11.0,14.0,0.923076923077,1.0,1.0,29.0,0.0,29.0,0.0,1.0
45,20.0,47.0,47.0,3.0,20.0,1.0,28.0,2.0,1.0,13.0,13.0,0.0,0.503587736464,1.0,0.0,0.916666666667,11.0,11.0,14.0,0.928571428571,1.0,1.0,30.0,0.0,30.0,0.0,1.0
46,20.0,49.0,49.0,3.0,20.0,1.0,28.0,2.0,1.0,14.0,14.0,0.0,0.503587736464,1.0,0.0,0.916666666667,11.0,11.0,14.0,0.933333333333,1.0,1.0,31.0,0.0,31.0,0.0,1.0
47,20.0,254.0,254.0,2.0,20.0,1.0,28.0,2.0,1.0,15.0,15.0,0.0,0.503587736464,1.0,1.0,0.916666666667,11.0,11.0,14.0,0.9375,1.0,1.0,35.0,16.0,35.0,16.0,1.0
48,20.0,324.0,324.0,2.0,20.0,1.0,28.0,2.0,1.0,16.0,16.0,0.0,0.503587736464,1.0,1.0,0.916666666667,11.0,11.0,14.0,0.941176470588,1.0,1.0,36.0,16.0,36.0,16.0,1.0
49,20.0,888.0,888.0,1.0,20.0,1.0,28.0,2.0,1.0,17.0,17.0,0.0,0.503587736464,1.0,1.0,0.916666666667,11.0,11.0,14.0,0.944444444444,1.0,1.0,41.0,18.0,41.0,18.0,1.0
50,20.0,1364.0,1364.0,1.0,20.0,1.0,28.0,2.0,1.0,18.0,18.0,0.0,0.503587736464,1.0,1.0,0.916666666667,11.0,11.0,14.0,0.947368421053,1.0,1.0,43.0,23.0,43.0,23.0,1.0
51,20.0,1402.0,1402.0,1.0,20.0,1.0,28.0,3.0,1.0,19.0,19.0,0.0,0.446432286249,1.0,1.0,0.916666666667,11.0,11.0,14.0,0.95,1.0,1.0,44.0,23.0,44.0,23.0,1.0
52,20.0,0.0,0.0,5.0,23.0,2.0,35.0,2.0,0.0,3.0,3.0,0.0,0.496412263536,0.5,0.0,0.0,0.0,0.0,14.0,0.75,2.0,3.0,3.0,0.0,3.0,0.0,3.0
53,20.0,2.0,2.0,3.0,23.0,2.0,35.0,2.0,0.0,4.0,4.0,0.0,0.496412263536,0.5,1.0,0.916666666667,11.0,11.0,14.0,0.8,2.0,1.0,21.0,7.0,23.0,7.0,1.0
54,20.0,157.0,157.0,4.0,23.0,2.0,35.0,2.0,0.0,5.0,5.0,0.0,0.496412263536,0.5,1.0,0.916666666667,11.0,11.0,14.0,0.833333333333,2.0,1.0,36.0,10.0,38.0,10.0,1.0
55,33.0,0.0,0.0,0.0,24.0,2.0,24.0,2.0,0.0,2.0,2.0,0.0,0.496412263536,0.5,0.0,0.0,0.0,0.0,18.0,0.666666666667,2.0,2.0,1.0,0.0,1.0,0.0,2.0
56,33.0,8.0,8.0,2.0,24.0,2.0,24.0,3.0,2.0,3.0,3.0,0.0,0.232161431246,0.5,2.0,0.863636363636,19.0,21.0,18.0,0.75,2.0,1.0,36.0,7.0,42.0,11.0,1.0
57,33.0,139.0,139.0,17.0,24.0,2.0,24.0,4.0,2.0,4.0,4.0,0.0,0.161355385236,0.5,2.0,0.863636363636,19.0,21.0,18.0,0.8,2.0,1.0,74.0,14.0,82.0,18.0,1.0
58,33.0,157.0,157.0,17.0,24.0,2.0,24.0,4.0,2.0,5.0,5.0,0.0,0.161355385236,0.5,2.0,0.863636363636,19.0,21.0,18.0,0.833333333333,2.0,1.0,76.0,14.0,84.0,18.0,1.0
59,33.0,253.0,253.0,11.0,24.0,2.0,24.0,4.0,2.0,6.0,6.0,0.0,0.161355385236,0.5,2.0,0.863636363636,19.0,21.0,18.0,0.857142857143,2.0,1.0,82.0,16.0,90.0,20.0,1.0
60,33.0,258.0,258.0,11.0,24.0,2.0,24.0,4.0,2.0,7.0,7.0,0.0,0.161355385236,0.5,2.0,0.863636363636,19.0,21.0,18.0,0.875,2.0,1.0,83.0,16.0,91.0,20.0,1.0
61,33.0,315.0,315.0,11.0,24.0,2.0,24.0,5.0,2.0,8.0,8.0,0.0,0.119179163378,0.5,2.0,0.863636363636,19.0,21.0,18.0,0.888888888889,2.0,1.0,84.0,16.0,92.0,20.0,1.0
62,67.0,0.0,0.0,3.0,27.0,1.0,59.0,2.0,0.0,1.0,1.0,0.0,0.503587736464,1.0,0.0,0.0,0.0,0.0,25.0,0.5,1.0,1.0,3.0,0.0,3.0,0.0,1.0
63,67.0,0.0,0.0,4.0,29.0,1.0,21.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,0.5,1.0,1.0,4.0,0.0,4.0,0.0,1.0
64,33.0,0.0,0.0,1.0,33.0,1.0,133.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.75,1.0,3.0,1.0,0.0,1.0,0.0,3.0
65,33.0,1.0,1.0,1.0,33.0,1.0,133.0,2.0,1.0,4.0,4.0,0.0,0.503587736464,1.0,0.0,0.863636363636,19.0,21.0,18.0,0.8,1.0,1.0,15.0,0.0,15.0,0.0,1.0
66,33.0,4.0,4.0,8.0,33.0,1.0,133.0,3.0,1.0,5.0,5.0,0.0,0.446432286249,1.0,1.0,0.863636363636,19.0,21.0,18.0,0.833333333333,1.0,1.0,28.0,2.0,28.0,2.0,1.0
67,33.0,7.0,7.0,8.0,33.0,1.0,133.0,3.0,1.0,6.0,6.0,0.0,0.446432286249,1.0,1.0,0.863636363636,19.0,21.0,18.0,0.857142857143,1.0,1.0,33.0,2.0,33.0,2.0,1.0
68,33.0,8.0,8.0,9.0,33.0,1.0,133.0,3.0,1.0,9.0,9.0,0.0,0.446432286249,1.0,1.0,0.863636363636,19.0,21.0,18.0,0.9,1.0,3.0,42.0,2.0,42.0,2.0,3.0
69,33.0,43.0,43.0,20.0,33.0,1.0,133.0,3.0,2.0,10.0,10.0,0.0,0.446432286249,1.0,1.0,0.863636363636,19.0,21.0,18.0,0.909090909091,1.0,1.0,95.0,15.0,99.0,15.0,1.0
70,33.0,54.0,54.0,21.0,33.0,1.0,133.0,3.0,2.0,11.0,11.0,0.0,0.446432286249,1.0,1.0,0.863636363636,19.0,21.0,18.0,0.916666666667,1.0,1.0,105.0,15.0,109.0,15.0,1.0
71,33.0,62.0,62.0,21.0,33.0,1.0,133.0,3.0,2.0,12.0,12.0,0.0,0.446432286249,1.0,1.0,0.863636363636,19.0,21.0,18.0,0.923076923077,1.0,1.0,106.0,15.0,110.0,15.0,1.0
72,33.0,158.0,158.0,25.0,33.0,1.0,133.0,4.0,2.0,13.0,13.0,0.0,0.411052843889,1.0,4.0,0.863636363636,19.0,21.0,18.0,0.928571428571,1.0,1.0,150.0,20.0,154.0,20.0,1.0
73,33.0,166.0,166.0,26.0,33.0,1.0,133.0,4.0,2.0,14.0,14.0,0.0,0.411052843889,1.0,4.0,0.863636363636,19.0,21.0,18.0,0.933333333333,1.0,1.0,152.0,20.0,156.0,20.0,1.0
74,33.0,265.0,265.0,29.0,33.0,1.0,133.0,5.0,2.0,15.0,15.0,0.0,0.40726124704,1.0,4.0,0.863636363636,19.0,21.0,18.0,0.9375,1.0,1.0,167.0,21.0,171.0,21.0,1.0
75,33.0,442.0,442.0,30.0,33.0,1.0,133.0,5.0,2.0,16.0,16.0,0.0,0.40726124704,1.0,4.0,0.863636363636,19.0,21.0,18.0,0.941176470588,1.0,1.0,189.0,21.0,193.0,21.0,1.0
76,33.0,1333.0,1333.0,46.0,33.0,1.0,133.0,5.0,3.0,17.0,17.0,0.0,0.40726124704,1.0,2.0,0.863636363636,19.0,21.0,18.0,0.944444444444,1.0,1.0,286.0,31.0,290.0,31.0,1.0
77,33.0,1372.0,1372.0,4.0,33.0,1.0,133.0,5.0,3.0,18.0,18.0,0.0,0.40726124704,1.0,3.0,0.863636363636,19.0,21.0,18.0,0.947368421053,1.0,1.0,287.0,32.0,291.0,32.0,1.0
78,109.0,0.0,0.0,1.0,35.0,4.0,63.0,4.0,0.0,1.0,1.0,0.0,0.243646631706,0.25,0.0,0.0,0.0,0.0,3.0,0.5,4.0,1.0,7.0,5.0,9.0,5.0,1.0
79,109.0,1.0,1.0,5.0,35.0,4.0,63.0,7.0,0.0,2.0,2.0,0.0,0.104166666667,0.25,4.0,0.962962962963,26.0,26.0,3.0,0.666666666667,4.0,1.0,21.0,37.0,23.0,37.0,1.0
80,67.0,90.0,90.0,1.0,36.0,5.0,28.0,5.0,1.0,-1.0,1.0,0.0,0.167324388319,0.2,1.0,0.857142857143,18.0,20.0,25.0,-0.5,5.0,-1.0,0.0,20.0,2.0,20.0,1.0
81,67.0,764.0,764.0,1.0,36.0,7.0,28.0,7.0,2.0,-2.0,2.0,0.0,0.125,0.142857142857,1.0,0.857142857143,18.0,20.0,25.0,-0.666666666667,7.0,-1.0,-1.0,34.0,3.0,34.0,1.0
82,37.0,0.0,0.0,5.0,37.0,1.0,464.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,0.666666666667,1.0,2.0,4.0,0.0,4.0,0.0,2.0
83,37.0,2.0,2.0,3.0,37.0,1.0,464.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.947368421053,18.0,18.0,34.0,0.75,1.0,1.0,23.0,7.0,25.0,7.0,1.0
84,37.0,29.0,29.0,2.0,37.0,1.0,464.0,2.0,3.0,4.0,4.0,0.0,0.503587736464,1.0,1.0,0.947368421053,18.0,18.0,34.0,0.8,1.0,1.0,28.0,9.0,30.0,9.0,1.0
85,37.0,49.0,49.0,4.0,37.0,1.0,464.0,2.0,3.0,5.0,5.0,0.0,0.503587736464,1.0,1.0,0.947368421053,18.0,18.0,34.0,0.833333333333,1.0,1.0,29.0,9.0,31.0,9.0,1.0
86,37.0,90.0,90.0,4.0,37.0,1.0,464.0,2.0,3.0,6.0,6.0,0.0,0.503587736464,1.0,1.0,0.947368421053,18.0,18.0,34.0,0.857142857143,1.0,1.0,33.0,10.0,35.0,10.0,1.0
87,37.0,104.0,104.0,4.0,37.0,1.0,464.0,3.0,3.0,7.0,7.0,0.0,0.446432286249,1.0,1.0,0.947368421053,18.0,18.0,34.0,0.875,1.0,1.0,34.0,10.0,36.0,10.0,1.0
88,37.0,1314.0,1314.0,6.0,37.0,1.0,464.0,4.0,3.0,8.0,8.0,0.0,0.411052843889,1.0,1.0,0.947368421053,18.0,18.0,34.0,0.888888888889,1.0,1.0,43.0,10.0,49.0,10.0,1.0
89,37.0,1412.0,1412.0,7.0,37.0,1.0,464.0,4.0,3.0,9.0,9.0,0.0,0.411052843889,1.0,1.0,0.947368421053,18.0,18.0,34.0,0.9,1.0,1.0,47.0,11.0,53.0,11.0,1.0
90,37.0,1452.0,1452.0,1.0,37.0,1.0,464.0,4.0,3.0,10.0,10.0,0.0,0.411052843889,1.0,1.0,0.947368421053,18.0,18.0,34.0,0.909090909091,1.0,1.0,50.0,12.0,56.0,12.0,1.0
91,80.0,0.0,0.0,1.0,40.0,2.0,84.0,2.0,0.0,1.0,1.0,0.0,0.496412263536,0.5,1.0,0.0,0.0,0.0,21.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0
92,80.0,1.0,1.0,2.0,40.0,2.0,84.0,2.0,3.0,2.0,2.0,0.0,0.496412263536,0.5,1.0,0.8,4.0,4.0,21.0,0.666666666667,2.0,1.0,7.0,3.0,7.0,3.0,1.0
93,80.0,122.0,122.0,2.0,40.0,2.0,84.0,2.0,3.0,3.0,3.0,0.0,0.496412263536,0.5,3.0,0.8,4.0,4.0,21.0,0.75,2.0,1.0,12.0,37.0,12.0,37.0,1.0
94,80.0,335.0,335.0,2.0,40.0,3.0,84.0,5.0,3.0,4.0,4.0,2.0,0.155485398579,0.333333333333,3.0,0.8,4.0,4.0,21.0,0.8,1.0,1.0,13.0,44.0,13.0,44.0,1.0
95,41.0,0.0,0.0,0.0,41.0,1.0,116.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0,0.75,1.0,3.0,2.0,0.0,2.0,0.0,3.0
96,41.0,1.0,1.0,5.0,41.0,1.0,116.0,1.0,4.0,7.0,7.0,0.0,1.0,1.0,0.0,0.9375,15.0,15.0,28.0,0.875,1.0,4.0,7.0,0.0,13.0,0.0,4.0
97,41.0,7.0,7.0,5.0,41.0,1.0,116.0,1.0,4.0,9.0,9.0,0.0,1.0,1.0,0.0,0.9375,15.0,15.0,28.0,0.9,1.0,2.0,14.0,0.0,20.0,0.0,2.0
98,41.0,15.0,15.0,5.0,41.0,1.0,116.0,4.0,4.0,10.0,10.0,0.0,0.411052843889,1.0,0.0,0.9375,15.0,15.0,28.0,0.909090909091,1.0,1.0,17.0,0.0,23.0,0.0,1.0
99,41.0,27.0,27.0,5.0,41.0,1.0,116.0,4.0,4.0,11.0,11.0,0.0,0.411052843889,1.0,0.0,0.9375,15.0,15.0,28.0,0.916666666667,1.0,1.0,19.0,0.0,25.0,0.0,1.0
100,41.0,28.0,28.0,5.0,41.0,1.0,116.0,4.0,4.0,12.0,12.0,0.0,0.411052843889,1.0,0.0,0.9375,15.0,15.0,28.0,0.923076923077,1.0,1.0,21.0,0.0,27.0,0.0,1.0
101,41.0,119.0,119.0,8.0,41.0,1.0,116.0,4.0,4.0,13.0,13.0,0.0,0.411052843889,1.0,0.0,0.9375,15.0,15.0,28.0,0.928571428571,1.0,1.0,28.0,0.0,34.0,0.0,1.0
102,41.0,120.0,120.0,9.0,41.0,1.0,116.0,4.0,4.0,14.0,14.0,0.0,0.411052843889,1.0,0.0,0.9375,15.0,15.0,28.0,0.933333333333,1.0,1.0,40.0,0.0,46.0,0.0,1.0
103,41.0,157.0,157.0,9.0,41.0,1.0,116.0,4.0,4.0,15.0,15.0,0.0,0.411052843889,1.0,0.0,0.9375,15.0,15.0,28.0,0.9375,1.0,1.0,47.0,0.0,53.0,0.0,1.0
104,41.0,1373.0,1373.0,10.0,41.0,1.0,116.0,5.0,4.0,16.0,16.0,0.0,0.40726124704,1.0,0.0,0.9375,15.0,15.0,28.0,0.941176470588,1.0,1.0,61.0,0.0,67.0,0.0,1.0
105,2977.0,0.0,0.0,1.0,42.0,2.0,466.0,2.0,0.0,2.0,2.0,0.0,0.496412263536,0.5,0.0,0.0,0.0,0.0,7.0,0.666666666667,2.0,2.0,1.0,0.0,1.0,0.0,2.0
106,2977.0,1.0,1.0,1.0,42.0,2.0,466.0,3.0,0.0,3.0,3.0,0.0,0.232161431246,0.5,0.0,0.958333333333,23.0,23.0,7.0,0.75,2.0,1.0,3.0,0.0,3.0,0.0,1.0
107,2977.0,3.0,3.0,1.0,42.0,2.0,466.0,3.0,0.0,4.0,4.0,0.0,0.232161431246,0.5,0.0,0.958333333333,23.0,23.0,7.0,0.8,2.0,1.0,4.0,0.0,4.0,0.0,1.0
108,2977.0,4.0,4.0,1.0,42.0,3.0,466.0,4.0,0.0,5.0,5.0,1.0,0.183945139169,0.333333333333,0.0,0.958333333333,23.0,23.0,7.0,0.833333333333,2.0,1.0,6.0,0.0,6.0,0.0,1.0
109,2977.0,10.0,10.0,1.0,42.0,3.0,466.0,4.0,0.0,6.0,6.0,1.0,0.183945139169,0.333333333333,0.0,0.958333333333,23.0,23.0,7.0,0.857142857143,2.0,1.0,7.0,0.0,7.0,0.0,1.0
110,2977.0,11.0,11.0,1.0,42.0,3.0,466.0,4.0,0.0,7.0,7.0,1.0,0.183945139169,0.333333333333,0.0,0.958333333333,23.0,23.0,7.0,0.875,2.0,1.0,8.0,0.0,8.0,0.0,1.0
111,2977.0,44.0,44.0,3.0,42.0,3.0,466.0,4.0,1.0,8.0,8.0,2.0,0.183945139169,0.333333333333,0.0,0.958333333333,23.0,23.0,7.0,0.888888888889,1.0,1.0,10.0,0.0,12.0,0.0,1.0
112,2977.0,74.0,74.0,3.0,42.0,3.0,466.0,4.0,1.0,9.0,9.0,2.0,0.183945139169,0.333333333333,0.0,0.958333333333,23.0,23.0,7.0,0.9,1.0,1.0,11.0,0.0,13.0,0.0,1.0
113,2977.0,134.0,134.0,3.0,42.0,3.0,466.0,4.0,1.0,10.0,10.0,2.0,0.183945139169,0.333333333333,0.0,0.958333333333,23.0,23.0,7.0,0.909090909091,1.0,1.0,12.0,0.0,14.0,0.0,1.0
114,2977.0,157.0,157.0,3.0,42.0,3.0,466.0,4.0,1.0,11.0,11.0,2.0,0.183945139169,0.333333333333,0.0,0.958333333333,23.0,23.0,7.0,0.916666666667,1.0,1.0,13.0,0.0,15.0,0.0,1.0
115,2977.0,335.0,335.0,3.0,42.0,3.0,466.0,4.0,1.0,12.0,12.0,2.0,0.183945139169,0.333333333333,0.0,0.958333333333,23.0,23.0,7.0,0.923076923077,1.0,1.0,14.0,0.0,16.0,0.0,1.0
