UserId,UserViews,UserReputation,PostId,PostType,VoteType,PostCreation,VoteCreation
9,0,111,6,2,2,2011-11-15T20:54:49.410,2011-11-15T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-15T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-15T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-15T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-15T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-15T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-16T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-16T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-19T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-20T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-25T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-11-26T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-12-13T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2011-12-14T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2012-01-09T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2012-10-15T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2013-02-13T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2014-01-04T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2014-01-15T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2014-03-14T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2014-10-18T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2015-08-03T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2015-08-03T00:00:00.000
6,11,460,7,1,2,2011-11-15T20:56:40.383,2015-08-16T00:00:00.000
40,12,445,8,2,2,2011-11-15T20:57:41.503,2011-11-15T00:00:00.000
34,7,404,9,2,2,2011-11-15T20:58:01.207,2011-11-15T00:00:00.000
34,7,404,9,2,2,2011-11-15T20:58:01.207,2011-11-15T00:00:00.000
34,7,404,9,2,2,2011-11-15T20:58:01.207,2011-11-15T00:00:00.000
34,7,404,9,2,2,2011-11-15T20:58:01.207,2011-11-15T00:00:00.000
34,7,404,9,2,2,2011-11-15T20:58:01.207,2011-11-27T00:00:00.000
34,7,404,9,2,2,2011-11-15T20:58:01.207,2012-11-10T00:00:00.000
34,7,404,9,2,2,2011-11-15T20:58:01.207,2012-12-19T00:00:00.000
34,7,404,9,2,2,2011-11-15T20:58:01.207,2013-07-21T00:00:00.000
34,7,404,9,2,2,2011-11-15T20:58:01.207,2015-12-25T00:00:00.000
33,33,2173,10,2,2,2011-11-15T20:58:23.697,2011-11-15T00:00:00.000
33,33,2173,10,2,2,2011-11-15T20:58:23.697,2011-11-15T00:00:00.000
33,33,2173,10,2,2,2011-11-15T20:58:23.697,2011-11-15T00:00:00.000
33,33,2173,10,2,2,2011-11-15T20:58:23.697,2011-11-16T00:00:00.000
33,33,2173,10,2,2,2011-11-15T20:58:23.697,2011-11-29T00:00:00.000
33,33,2173,10,2,2,2011-11-15T20:58:23.697,2011-12-10T00:00:00.000
33,33,2173,10,2,2,2011-11-15T20:58:23.697,2014-01-30T00:00:00.000
33,33,2173,10,2,2,2011-11-15T20:58:23.697,2015-06-24T00:00:00.000
10,25,708,11,2,2,2011-11-15T20:59:05.460,2011-11-15T00:00:00.000
10,25,708,11,2,2,2011-11-15T20:59:05.460,2011-11-15T00:00:00.000
10,25,708,11,2,2,2011-11-15T20:59:05.460,2011-11-15T00:00:00.000
10,25,708,11,2,2,2011-11-15T20:59:05.460,2011-11-16T00:00:00.000
10,25,708,11,2,2,2011-11-15T20:59:05.460,2011-11-27T00:00:00.000
10,25,708,11,2,3,2011-11-15T20:59:05.460,2013-12-05T00:00:00.000
10,25,708,11,2,3,2011-11-15T20:59:05.460,2014-02-14T00:00:00.000
40,12,445,12,2,3,2011-11-15T20:59:33.323,2011-11-15T00:00:00.000
40,12,445,12,2,3,2011-11-15T20:59:33.323,2015-03-18T00:00:00.000
38,16,678,13,2,2,2011-11-15T21:00:06.700,2011-11-15T00:00:00.000
38,16,678,13,2,2,2011-11-15T21:00:06.700,2011-11-15T00:00:00.000
38,16,678,13,2,2,2011-11-15T21:00:06.700,2011-11-15T00:00:00.000
38,16,678,13,2,2,2011-11-15T21:00:06.700,2011-11-29T00:00:00.000
38,16,678,13,2,2,2011-11-15T21:00:06.700,2014-01-30T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2011-11-15T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2011-11-15T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2011-11-16T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2011-11-16T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2011-11-17T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2011-12-14T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2011-12-21T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2012-01-03T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2012-10-04T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2015-08-10T00:00:00.000
41,13,430,14,1,2,2011-11-15T21:01:05.117,2015-08-12T00:00:00.000
28,4,3,15,2,3,2011-11-15T21:01:55.490,2011-11-15T00:00:00.000
28,4,3,15,2,3,2011-11-15T21:01:55.490,2011-11-16T00:00:00.000
28,4,3,15,2,3,2011-11-15T21:01:55.490,2015-03-18T00:00:00.000
40,12,445,16,2,2,2011-11-15T21:02:11.573,2011-11-15T00:00:00.000
40,12,445,16,2,2,2011-11-15T21:02:11.573,2011-11-15T00:00:00.000
40,12,445,16,2,2,2011-11-15T21:02:11.573,2011-11-15T00:00:00.000
40,12,445,16,2,2,2011-11-15T21:02:11.573,2011-11-16T00:00:00.000
40,12,445,16,2,2,2011-11-15T21:02:11.573,2011-11-16T00:00:00.000
40,12,445,16,2,2,2011-11-15T21:02:11.573,2011-11-18T00:00:00.000
40,12,445,16,2,2,2011-11-15T21:02:11.573,2011-11-25T00:00:00.000
40,12,445,16,2,2,2011-11-15T21:02:11.573,2015-08-16T00:00:00.000
31,23,1212,17,2,2,2011-11-15T21:05:14.600,2011-11-19T00:00:00.000
31,23,1212,17,2,2,2011-11-15T21:05:14.600,2012-04-02T00:00:00.000
31,23,1212,17,2,2,2011-11-15T21:05:14.600,2015-08-16T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2011-11-15T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2011-11-15T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2011-11-15T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2011-11-15T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2011-11-15T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2011-11-16T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2011-11-16T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2011-11-16T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2011-11-22T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2011-11-23T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2012-01-05T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2012-01-16T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2012-03-15T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2012-04-21T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2012-04-29T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2012-07-25T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2013-02-04T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2014-06-03T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2015-07-10T00:00:00.000
41,13,430,18,1,2,2011-11-15T21:05:54.320,2015-08-18T00:00:00.000
41,13,430,18,1,3,2011-11-15T21:05:54.320,2014-01-04T00:00:00.000
28,4,3,19,2,,2011-11-15T21:06:20.420,
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-11-15T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-11-15T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-11-15T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-11-15T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-11-15T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-11-15T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-11-15T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-11-16T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-11-17T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-12-14T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-12-21T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2011-12-27T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2012-01-01T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2012-01-03T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2012-07-26T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2012-10-04T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2014-04-21T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2015-08-10T00:00:00.000
38,16,678,20,2,2,2011-11-15T21:06:36.000,2015-09-17T00:00:00.000
12,375,6139,21,1,2,2011-11-15T21:06:38.027,2011-11-16T00:00:00.000
12,375,6139,21,1,2,2011-11-15T21:06:38.027,2012-01-04T00:00:00.000
12,375,6139,21,1,2,2011-11-15T21:06:38.027,2012-01-16T00:00:00.000
12,375,6139,21,1,2,2011-11-15T21:06:38.027,2015-08-18T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-11-15T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-11-15T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-11-15T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-11-15T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-11-16T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-11-16T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-11-16T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-11-16T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-11-20T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-12-06T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-12-07T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2011-12-12T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2012-02-17T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2012-03-16T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2012-03-22T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2012-04-25T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2012-04-25T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2013-02-01T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2014-01-04T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2015-07-17T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2015-07-17T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2015-08-17T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2015-08-17T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2015-08-18T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2015-08-20T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2015-09-13T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2015-09-27T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2015-10-02T00:00:00.000
18,0,380,22,1,2,2011-11-15T21:07:56.910,2015-11-05T00:00:00.000
10,25,708,23,2,2,2011-11-15T21:08:39.327,2011-11-15T00:00:00.000
10,25,708,23,2,2,2011-11-15T21:08:39.327,2011-11-15T00:00:00.000
10,25,708,23,2,2,2011-11-15T21:08:39.327,2011-11-15T00:00:00.000
10,25,708,23,2,2,2011-11-15T21:08:39.327,2011-11-17T00:00:00.000
10,25,708,23,2,2,2011-11-15T21:08:39.327,2012-04-20T00:00:00.000
31,23,1212,24,2,2,2011-11-15T21:09:05.620,2011-11-15T00:00:00.000
31,23,1212,24,2,2,2011-11-15T21:09:05.620,2011-11-15T00:00:00.000
31,23,1212,24,2,2,2011-11-15T21:09:05.620,2011-11-23T00:00:00.000
31,23,1212,24,2,2,2011-11-15T21:09:05.620,2012-04-02T00:00:00.000
31,23,1212,24,2,2,2011-11-15T21:09:05.620,2012-04-20T00:00:00.000
31,23,1212,24,2,2,2011-11-15T21:09:05.620,2012-07-25T00:00:00.000
31,23,1212,24,2,2,2011-11-15T21:09:05.620,2012-07-30T00:00:00.000
31,23,1212,24,2,2,2011-11-15T21:09:05.620,2012-09-25T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2011-11-15T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2011-11-15T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2011-11-15T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2011-11-15T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2011-11-16T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2011-11-16T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2011-11-20T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2012-01-30T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2012-04-24T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2013-05-15T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2013-12-23T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2014-01-31T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2014-03-30T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2014-03-30T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2014-03-30T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2014-10-22T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2014-12-26T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2015-03-15T00:00:00.000
50,16,585,25,1,2,2011-11-15T21:10:34.877,2015-07-19T00:00:00.000
50,16,585,25,1,3,2011-11-15T21:10:34.877,2011-11-16T00:00:00.000
35,5,730,26,1,2,2011-11-15T21:13:20.933,2011-11-15T00:00:00.000
35,5,730,26,1,2,2011-11-15T21:13:20.933,2011-11-15T00:00:00.000
35,5,730,26,1,2,2011-11-15T21:13:20.933,2011-11-16T00:00:00.000
35,5,730,26,1,2,2011-11-15T21:13:20.933,2011-12-02T00:00:00.000
35,5,730,26,1,2,2011-11-15T21:13:20.933,2012-02-29T00:00:00.000
35,5,730,26,1,2,2011-11-15T21:13:20.933,2012-07-03T00:00:00.000
35,5,730,26,1,2,2011-11-15T21:13:20.933,2014-05-08T00:00:00.000
31,23,1212,27,2,2,2011-11-15T21:14:21.990,2011-11-15T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-11-15T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-11-15T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-11-15T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-11-16T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-11-16T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-11-20T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-11-22T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-11-22T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-11-30T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-12-12T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2011-12-15T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2012-03-23T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2014-12-30T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2015-01-03T00:00:00.000
41,13,430,28,1,2,2011-11-15T21:15:20.633,2015-08-19T00:00:00.000
40,12,445,29,2,2,2011-11-15T21:16:05.687,2011-11-15T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2011-11-15T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2011-11-16T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2011-11-16T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2011-11-16T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2011-11-16T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2011-11-16T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2011-11-17T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2011-11-19T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2012-01-07T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2012-01-23T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2012-02-20T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2012-04-20T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2013-01-07T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2013-02-20T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2014-03-15T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2014-11-18T00:00:00.000
48,1,186,31,1,2,2011-11-15T21:16:33.503,2015-06-17T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2011-11-15T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2011-11-16T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2011-11-16T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2011-11-16T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2011-11-17T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2011-11-22T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2011-11-24T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2011-12-17T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2011-12-23T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2012-01-16T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2012-07-16T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2012-08-30T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2012-10-09T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2012-11-07T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2013-01-18T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2014-06-02T00:00:00.000
26,36,546,32,1,2,2011-11-15T21:17:51.077,2015-07-19T00:00:00.000
26,36,546,32,1,3,2011-11-15T21:17:51.077,2014-01-04T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2011-11-15T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2011-11-15T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2011-11-15T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2011-11-16T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2011-11-19T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2011-11-22T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2011-11-23T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2011-11-23T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2011-11-23T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2011-12-28T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2012-01-08T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2012-01-16T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2012-04-21T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2012-04-29T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2012-08-06T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2013-01-30T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2015-07-10T00:00:00.000
49,44,4378,33,2,2,2011-11-15T21:17:54.027,2015-08-18T00:00:00.000
50,16,585,34,1,2,2011-11-15T21:18:22.457,2011-11-15T00:00:00.000
50,16,585,34,1,2,2011-11-15T21:18:22.457,2011-11-15T00:00:00.000
50,16,585,34,1,2,2011-11-15T21:18:22.457,2011-11-15T00:00:00.000
50,16,585,34,1,2,2011-11-15T21:18:22.457,2011-11-15T00:00:00.000
50,16,585,34,1,2,2011-11-15T21:18:22.457,2011-11-16T00:00:00.000
50,16,585,34,1,2,2011-11-15T21:18:22.457,2011-11-16T00:00:00.000
50,16,585,34,1,2,2011-11-15T21:18:22.457,2011-11-17T00:00:00.000
50,16,585,34,1,2,2011-11-15T21:18:22.457,2011-11-18T00:00:00.000
50,16,585,34,1,2,2011-11-15T21:18:22.457,2011-11-24T00:00:00.000
