,AnsId,Age,QuestionId,AnsWordCount,AcceptedAnsId,QScore,QVotes,Score,Votes,Upvotes,Downvotes,CumVotes,CumScore,ReScore,QReScore,AnsRank,ReScore_rank,Ans_count,Pbias,DRank,EPbias
35,66,2,61.0,82.0,66.0,14.0,14.0,1.0,1.0,1.0,0.0,7.0,7.0,0.995365111101,0.933333333333,1,1,1,1.0,0,1.0
36,66,4,61.0,82.0,66.0,14.0,14.0,1.0,1.0,1.0,0.0,8.0,8.0,0.995880098756,0.933333333333,1,1,1,1.0,0,1.0
37,65,0,63.0,16.0,500.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
38,72,0,64.0,42.0,72.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.992584177762,0.0,1,1,1,1.0,0,1.0
39,78,0,74.0,44.0,78.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
40,103,1,82.0,14.0,103.0,4.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.444444444444,1,1,1,1.0,0,1.0
41,103,2,82.0,14.0,103.0,4.0,8.0,1.0,1.0,1.0,0.0,2.0,2.0,0.987640296269,0.444444444444,1,1,1,1.0,0,1.0
42,103,3,82.0,14.0,103.0,4.0,8.0,1.0,1.0,1.0,0.0,3.0,3.0,0.990730222202,0.444444444444,1,1,1,1.0,0,1.0
43,103,15,82.0,14.0,103.0,4.0,8.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,0.444444444444,1,1,1,1.0,0,1.0
44,103,30,82.0,14.0,103.0,4.0,8.0,1.0,1.0,1.0,0.0,5.0,5.0,0.993820148135,0.444444444444,1,1,1,1.0,0,1.0
45,103,48,82.0,14.0,103.0,4.0,8.0,1.0,1.0,1.0,0.0,6.0,6.0,0.994702984115,0.444444444444,1,1,1,1.0,0,1.0
46,97,0,83.0,87.0,97.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
47,93,0,84.0,87.0,205.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.993820148135,0.0,1,1,1,1.0,0,1.0
48,100,0,92.0,8.0,785.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
49,147,1,94.0,53.0,822.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.8,1,1,1,1.0,0,1.0
50,147,5,94.0,53.0,822.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.987640296269,0.8,1,1,1,1.0,0,1.0
51,105,0,98.0,27.0,107.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
52,110,0,104.0,99.0,,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
53,112,0,108.0,11.0,166.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
54,117,0,113.0,25.0,194.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
55,120,1,115.0,18.0,2270.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.5,1,1,1,1.0,0,1.0
56,122,1,118.0,33.0,,-1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,-0.166666666667,1,1,1,1.0,0,1.0
57,126,0,123.0,18.0,2162.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
58,138,0,129.0,323.0,138.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.993820148135,0.0,1,1,1,1.0,0,1.0
59,140,0,134.0,93.0,140.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0.994702984115,0.0,1,1,1,1.0,0,1.0
60,158,0,136.0,45.0,158.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.992584177762,0.0,1,1,1,1.0,0,1.0
61,191,0,137.0,494.0,191.0,0.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,0.995880098756,0.0,1,1,1,1.0,0,1.0
62,146,0,139.0,8.0,146.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.993820148135,0.0,1,1,1,1.0,0,1.0
63,162,0,144.0,70.0,195.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
64,152,0,149.0,17.0,152.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
65,164,0,150.0,43.0,2271.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
66,164,4,150.0,43.0,2271.0,8.0,12.0,1.0,1.0,1.0,0.0,3.0,3.0,0.990730222202,0.615384615385,1,1,1,1.0,0,1.0
67,164,176,150.0,43.0,2271.0,8.0,12.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,0.615384615385,1,1,1,1.0,0,1.0
68,2467,217,160.0,78.0,2467.0,14.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.823529411765,1,1,1,1.0,0,1.0
69,2467,961,160.0,78.0,2467.0,14.0,16.0,1.0,1.0,1.0,0.0,2.0,2.0,0.987640296269,0.823529411765,1,1,1,1.0,0,1.0
70,186,0,169.0,95.0,186.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
71,182,0,172.0,19.0,175.0,0.0,0.0,7.0,9.0,8.0,1.0,9.0,7.0,0.796292088881,0.0,1,1,1,1.0,0,1.0
72,179,0,174.0,20.0,179.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.993820148135,0.0,1,1,1,1.0,0,1.0
73,199,0,192.0,110.0,199.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
74,197,0,196.0,181.0,197.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
75,197,1,196.0,181.0,197.0,6.0,6.0,1.0,1.0,1.0,0.0,3.0,3.0,0.990730222202,0.857142857143,1,1,1,1.0,0,1.0
76,197,30,196.0,181.0,197.0,6.0,6.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,0.857142857143,1,1,1,1.0,0,1.0
77,197,709,196.0,181.0,197.0,6.0,6.0,1.0,1.0,1.0,0.0,5.0,5.0,0.993820148135,0.857142857143,1,1,1,1.0,0,1.0
78,204,0,200.0,445.0,204.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.993820148135,0.0,1,1,1,1.0,0,1.0
79,209,0,202.0,70.0,209.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
80,209,57,202.0,70.0,209.0,-4.0,6.0,1.0,1.0,1.0,0.0,2.0,2.0,0.987640296269,-0.571428571429,1,1,1,1.0,0,1.0
81,209,595,202.0,70.0,209.0,-4.0,6.0,1.0,1.0,1.0,0.0,3.0,3.0,0.990730222202,-0.571428571429,1,1,1,1.0,0,1.0
82,209,1391,202.0,70.0,209.0,-4.0,6.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,-0.571428571429,1,1,1,1.0,0,1.0
83,221,0,206.0,140.0,221.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
84,221,1,206.0,140.0,221.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,0.987640296269,0.75,1,1,1,1.0,0,1.0
85,221,28,206.0,140.0,221.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,0.990730222202,0.75,1,1,1,1.0,0,1.0
86,221,938,206.0,140.0,221.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,0.75,1,1,1,1.0,0,1.0
87,211,0,207.0,76.0,211.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
88,214,0,213.0,29.0,214.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0.994702984115,0.0,1,1,1,1.0,0,1.0
89,214,1,213.0,29.0,214.0,3.0,3.0,1.0,1.0,1.0,0.0,7.0,7.0,0.995365111101,0.75,1,1,1,1.0,0,1.0
90,214,4,213.0,29.0,214.0,3.0,3.0,1.0,1.0,1.0,0.0,8.0,8.0,0.995880098756,0.75,1,1,1,1.0,0,1.0
91,214,48,213.0,29.0,214.0,3.0,3.0,1.0,1.0,1.0,0.0,9.0,9.0,0.996292088881,0.75,1,1,1,1.0,0,1.0
92,214,733,213.0,29.0,214.0,3.0,3.0,2.0,2.0,2.0,0.0,11.0,11.0,0.996910074067,0.75,1,1,1,1.0,0,1.0
93,217,0,215.0,64.0,217.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0.994702984115,0.0,1,1,1,1.0,0,1.0
94,227,0,220.0,134.0,227.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
95,227,1,220.0,134.0,227.0,21.0,21.0,2.0,2.0,2.0,0.0,3.0,3.0,0.990730222202,0.954545454545,1,1,1,1.0,0,1.0
96,227,3,220.0,134.0,227.0,21.0,21.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,0.954545454545,1,1,1,1.0,0,1.0
97,227,4,220.0,134.0,227.0,21.0,21.0,1.0,1.0,1.0,0.0,5.0,5.0,0.993820148135,0.954545454545,1,1,1,1.0,0,1.0
98,227,10,220.0,134.0,227.0,21.0,21.0,1.0,1.0,1.0,0.0,6.0,6.0,0.994702984115,0.954545454545,1,1,1,1.0,0,1.0
99,227,14,220.0,134.0,227.0,21.0,21.0,1.0,1.0,1.0,0.0,7.0,7.0,0.995365111101,0.954545454545,1,1,1,1.0,0,1.0
100,227,27,220.0,134.0,227.0,21.0,21.0,1.0,1.0,1.0,0.0,8.0,8.0,0.995880098756,0.954545454545,1,1,1,1.0,0,1.0
101,227,63,220.0,134.0,227.0,21.0,21.0,1.0,1.0,1.0,0.0,9.0,9.0,0.996292088881,0.954545454545,1,1,1,1.0,0,1.0
102,227,86,220.0,134.0,227.0,21.0,21.0,-1.0,1.0,0.0,1.0,10.0,8.0,0.814810989892,0.954545454545,1,1,1,1.0,0,1.0
103,227,205,220.0,134.0,227.0,21.0,21.0,1.0,1.0,1.0,0.0,11.0,9.0,0.830243407401,0.954545454545,1,1,1,1.0,0,1.0
104,227,231,220.0,134.0,227.0,21.0,21.0,1.0,1.0,1.0,0.0,12.0,10.0,0.843301606831,0.954545454545,1,1,1,1.0,0,1.0
105,227,1332,220.0,134.0,227.0,21.0,21.0,1.0,1.0,1.0,0.0,13.0,11.0,0.854494349201,0.954545454545,1,1,1,1.0,0,1.0
106,223,0,222.0,21.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
107,223,1,222.0,21.0,,2.0,6.0,1.0,1.0,1.0,0.0,2.0,2.0,0.987640296269,0.285714285714,1,1,1,1.0,0,1.0
108,223,31,222.0,21.0,,2.0,6.0,1.0,1.0,1.0,0.0,3.0,3.0,0.990730222202,0.285714285714,1,1,1,1.0,0,1.0
109,223,256,222.0,21.0,,2.0,6.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,0.285714285714,1,1,1,1.0,0,1.0
110,223,779,222.0,21.0,,2.0,6.0,1.0,1.0,1.0,0.0,5.0,5.0,0.993820148135,0.285714285714,1,1,1,1.0,0,1.0
111,223,825,222.0,21.0,,2.0,6.0,1.0,1.0,1.0,0.0,6.0,6.0,0.994702984115,0.285714285714,1,1,1,1.0,0,1.0
112,223,1098,222.0,21.0,,2.0,6.0,1.0,1.0,1.0,0.0,7.0,7.0,0.995365111101,0.285714285714,1,1,1,1.0,0,1.0
113,223,1101,222.0,21.0,,2.0,6.0,1.0,1.0,1.0,0.0,8.0,8.0,0.995880098756,0.285714285714,1,1,1,1.0,0,1.0
114,225,0,224.0,34.0,225.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
115,225,1,224.0,34.0,225.0,8.0,8.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,0.888888888889,1,1,1,1.0,0,1.0
116,225,2,224.0,34.0,225.0,8.0,8.0,1.0,1.0,1.0,0.0,5.0,5.0,0.993820148135,0.888888888889,1,1,1,1.0,0,1.0
117,225,6,224.0,34.0,225.0,8.0,8.0,1.0,1.0,1.0,0.0,6.0,6.0,0.994702984115,0.888888888889,1,1,1,1.0,0,1.0
118,225,12,224.0,34.0,225.0,8.0,8.0,1.0,1.0,1.0,0.0,7.0,7.0,0.995365111101,0.888888888889,1,1,1,1.0,0,1.0
119,225,71,224.0,34.0,225.0,8.0,8.0,1.0,1.0,1.0,0.0,8.0,8.0,0.995880098756,0.888888888889,1,1,1,1.0,0,1.0
120,225,360,224.0,34.0,225.0,8.0,8.0,1.0,1.0,1.0,0.0,9.0,9.0,0.996292088881,0.888888888889,1,1,1,1.0,0,1.0
121,230,0,228.0,18.0,230.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
122,230,1,228.0,18.0,230.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,0.987640296269,0.25,1,1,1,1.0,0,1.0
123,232,0,231.0,79.0,232.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
124,232,1,231.0,79.0,232.0,10.0,10.0,2.0,2.0,2.0,0.0,5.0,5.0,0.993820148135,0.909090909091,1,1,1,1.0,0,1.0
125,232,2,231.0,79.0,232.0,10.0,10.0,2.0,2.0,2.0,0.0,7.0,7.0,0.995365111101,0.909090909091,1,1,1,1.0,0,1.0
126,235,0,234.0,72.0,235.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
127,235,280,234.0,72.0,235.0,5.0,5.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,0.833333333333,1,1,1,1.0,0,1.0
128,235,306,234.0,72.0,235.0,5.0,5.0,1.0,1.0,1.0,0.0,5.0,5.0,0.993820148135,0.833333333333,1,1,1,1.0,0,1.0
129,235,419,234.0,72.0,235.0,5.0,5.0,1.0,1.0,1.0,0.0,6.0,6.0,0.994702984115,0.833333333333,1,1,1,1.0,0,1.0
130,241,0,236.0,81.0,241.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.992584177762,0.0,1,1,1,1.0,0,1.0
131,267,1,237.0,39.0,353.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.857142857143,1,1,1,1.0,0,1.0
132,243,0,242.0,92.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
133,246,0,245.0,166.0,248.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
134,309,1,249.0,484.0,309.0,7.0,7.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.875,1,1,1,1.0,0,1.0
135,392,3,250.0,191.0,,8.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.888888888889,1,1,1,1.0,0,1.0
136,392,4,250.0,191.0,,8.0,8.0,1.0,1.0,1.0,0.0,2.0,2.0,0.987640296269,0.888888888889,1,1,1,1.0,0,1.0
137,392,106,250.0,191.0,,8.0,8.0,1.0,1.0,1.0,0.0,3.0,3.0,0.990730222202,0.888888888889,1,1,1,1.0,0,1.0
138,256,1,251.0,21.0,256.0,8.0,8.0,5.0,5.0,5.0,0.0,5.0,5.0,0.993820148135,0.888888888889,1,1,1,1.0,0,1.0
139,256,3,251.0,21.0,256.0,8.0,8.0,1.0,1.0,1.0,0.0,6.0,6.0,0.994702984115,0.888888888889,1,1,1,1.0,0,1.0
140,256,4,251.0,21.0,256.0,8.0,8.0,1.0,1.0,1.0,0.0,7.0,7.0,0.995365111101,0.888888888889,1,1,1,1.0,0,1.0
141,256,43,251.0,21.0,256.0,8.0,8.0,1.0,1.0,1.0,0.0,8.0,8.0,0.995880098756,0.888888888889,1,1,1,1.0,0,1.0
142,256,290,251.0,21.0,256.0,8.0,8.0,1.0,1.0,1.0,0.0,9.0,9.0,0.996292088881,0.888888888889,1,1,1,1.0,0,1.0
143,256,534,251.0,21.0,256.0,8.0,8.0,1.0,1.0,1.0,0.0,10.0,10.0,0.99662917171,0.888888888889,1,1,1,1.0,0,1.0
144,256,1440,251.0,21.0,256.0,8.0,8.0,1.0,1.0,1.0,0.0,11.0,11.0,0.996910074067,0.888888888889,1,1,1,1.0,0,1.0
145,256,1447,251.0,21.0,256.0,8.0,8.0,1.0,1.0,1.0,0.0,12.0,12.0,0.997147760678,0.888888888889,1,1,1,1.0,0,1.0
146,254,1,252.0,132.0,393.0,5.0,7.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.625,1,1,1,1.0,0,1.0
147,255,0,253.0,14.0,1225.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
148,259,0,258.0,29.0,259.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
149,259,28,258.0,29.0,259.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.987640296269,0.666666666667,1,1,1,1.0,0,1.0
150,262,0,261.0,7.0,262.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0.994702984115,0.0,1,1,1,1.0,0,1.0
151,262,13,261.0,7.0,262.0,8.0,8.0,1.0,1.0,1.0,0.0,7.0,7.0,0.995365111101,0.888888888889,1,1,1,1.0,0,1.0
152,262,48,261.0,7.0,262.0,8.0,8.0,1.0,1.0,1.0,0.0,8.0,8.0,0.995880098756,0.888888888889,1,1,1,1.0,0,1.0
153,262,256,261.0,7.0,262.0,8.0,8.0,1.0,1.0,1.0,0.0,9.0,9.0,0.996292088881,0.888888888889,1,1,1,1.0,0,1.0
154,266,0,263.0,61.0,266.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
155,311,1,265.0,19.0,311.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.5,1,1,1,1.0,0,1.0
156,273,0,268.0,219.0,273.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0.994702984115,0.0,1,1,1,1.0,0,1.0
157,274,0,272.0,48.0,,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
158,285,0,282.0,241.0,285.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.987640296269,0.0,1,1,1,1.0,0,1.0
159,286,0,283.0,112.0,286.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.992584177762,0.0,1,1,1,1.0,0,1.0
160,289,0,288.0,14.0,289.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0.994702984115,0.0,1,1,1,1.0,0,1.0
161,289,4,288.0,14.0,289.0,8.0,8.0,1.0,1.0,1.0,0.0,7.0,7.0,0.995365111101,0.888888888889,1,1,1,1.0,0,1.0
162,293,0,291.0,82.0,293.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0.994702984115,0.0,1,1,1,1.0,0,1.0
163,293,174,291.0,82.0,293.0,6.0,6.0,1.0,1.0,1.0,0.0,7.0,7.0,0.995365111101,0.857142857143,1,1,1,1.0,0,1.0
164,293,974,291.0,82.0,293.0,6.0,6.0,1.0,1.0,1.0,0.0,8.0,8.0,0.995880098756,0.857142857143,1,1,1,1.0,0,1.0
165,293,1179,291.0,82.0,293.0,6.0,6.0,1.0,1.0,1.0,0.0,9.0,9.0,0.996292088881,0.857142857143,1,1,1,1.0,0,1.0
166,294,0,292.0,492.0,294.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
167,296,0,295.0,66.0,296.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.981460444404,0.0,1,1,1,1.0,0,1.0
168,296,2,295.0,66.0,296.0,4.0,4.0,2.0,2.0,2.0,0.0,3.0,3.0,0.990730222202,0.8,1,1,1,1.0,0,1.0
169,296,66,295.0,66.0,296.0,4.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,0.8,1,1,1,1.0,0,1.0
170,296,106,295.0,66.0,296.0,4.0,4.0,1.0,1.0,1.0,0.0,5.0,5.0,0.993820148135,0.8,1,1,1,1.0,0,1.0
171,296,312,295.0,66.0,296.0,4.0,4.0,1.0,1.0,1.0,0.0,6.0,6.0,0.994702984115,0.8,1,1,1,1.0,0,1.0
172,296,1388,295.0,66.0,296.0,4.0,4.0,1.0,1.0,1.0,0.0,7.0,7.0,0.995365111101,0.8,1,1,1,1.0,0,1.0
173,300,0,298.0,25.0,300.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.990730222202,0.0,1,1,1,1.0,0,1.0
174,300,1,298.0,25.0,300.0,6.0,6.0,1.0,1.0,1.0,0.0,4.0,4.0,0.992584177762,0.857142857143,1,1,1,1.0,0,1.0
