,QuestionId,Age,AnsRank,Votes,ReScore,Norm_Pos,Norm_Pos_2,Norm_DRank,EPbias
4,3.0,1,4,0.0,0.981460444404,0.571428571429,0.326530612245,0.0,0.137724550898
5,3.0,1,4,0.0,0.981460444404,0.571428571429,0.326530612245,0.0,0.137724550898
6,3.0,1,4,0.0,0.981460444404,0.571428571429,0.326530612245,0.0,0.137724550898
7,3.0,1,4,0.0,0.981460444404,0.571428571429,0.326530612245,0.0,0.137724550898
8,3.0,1,4,0.0,0.981460444404,0.571428571429,0.326530612245,0.0,0.137724550898
9,3.0,1,4,1.0,0.981460444404,0.571428571429,0.326530612245,0.0,0.137724550898
0,3.0,2,4,0.0,0.981460444404,0.571428571429,0.326530612245,0.0,0.137724550898
1,3.0,2,4,0.0,0.981460444404,0.571428571429,0.326530612245,0.0,0.137724550898
2,3.0,2,4,0.0,0.981460444404,0.571428571429,0.326530612245,0.0,0.137724550898
0,3.0,3,4,0.0,0.981460444404,0.571428571429,0.326530612245,0.0,0.137724550898
0,3.0,5,4,0.0,0.981460444404,0.5,0.25,0.0,0.12925170068
0,3.0,6,4,0.0,0.992584177762,0.5,0.25,0.125,0.12925170068
0,3.0,8,4,0.0,0.992584177762,0.5,0.25,0.125,0.12925170068
0,3.0,13,4,0.0,0.987640296269,0.5,0.25,0.0,0.12925170068
1,3.0,13,4,0.0,0.987640296269,0.5,0.25,0.0,0.12925170068
2,3.0,13,4,0.0,0.987640296269,0.5,0.25,0.0,0.12925170068
0,3.0,30,4,0.0,0.987640296269,0.5,0.25,0.0,0.12925170068
0,3.0,48,4,0.0,0.987640296269,0.5,0.25,0.0,0.12925170068
0,3.0,65,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
1,3.0,65,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
0,3.0,362,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
1,3.0,362,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
2,3.0,362,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
0,3.0,401,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
0,3.0,491,4,0.0,0.993820148135,0.5,0.25,0.0,0.12925170068
0,3.0,521,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
1,3.0,521,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
0,3.0,615,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
1,3.0,615,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
0,3.0,739,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
0,3.0,743,4,0.0,0.993820148135,0.5,0.25,0.125,0.12925170068
0,3.0,751,4,0.0,0.993820148135,0.444444444444,0.197530864198,0.111111111111,0.0851063829787
0,3.0,752,4,0.0,0.981460444404,0.444444444444,0.197530864198,0.111111111111,0.0851063829787
1,3.0,752,4,0.0,0.981460444404,0.444444444444,0.197530864198,0.111111111111,0.0851063829787
2,3.0,752,4,0.0,0.981460444404,0.444444444444,0.197530864198,0.111111111111,0.0851063829787
0,3.0,776,4,0.0,0.981460444404,0.444444444444,0.197530864198,0.111111111111,0.0851063829787
0,3.0,781,4,0.0,0.981460444404,0.444444444444,0.197530864198,0.111111111111,0.0851063829787
0,3.0,952,4,0.0,0.981460444404,0.4,0.16,0.1,0.032
0,3.0,1191,4,0.0,0.981460444404,0.4,0.16,0.1,0.032
1,3.0,1191,4,0.0,0.981460444404,0.4,0.16,0.1,0.032
0,3.0,1219,4,0.0,0.981460444404,0.363636363636,0.132231404959,0.0909090909091,0.176470588235
0,3.0,1220,4,0.0,0.981460444404,0.363636363636,0.132231404959,0.0909090909091,0.176470588235
1,3.0,1220,4,0.0,0.981460444404,0.363636363636,0.132231404959,0.0909090909091,0.176470588235
0,3.0,1406,4,0.0,0.981460444404,0.363636363636,0.132231404959,0.0909090909091,0.176470588235
0,7.0,4,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
1,7.0,4,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
2,7.0,4,4,1.0,0.0,1.0,1.0,0.0,0.263722397476
0,7.0,5,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
1,7.0,5,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
0,7.0,11,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
1,7.0,11,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
2,7.0,11,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
0,7.0,12,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
0,7.0,45,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
0,7.0,75,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
0,7.0,135,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
0,7.0,140,4,0.0,0.995365111101,1.0,1.0,0.5,0.263722397476
0,7.0,158,4,0.0,0.995365111101,1.0,1.0,0.5,0.263722397476
0,7.0,336,4,0.0,0.995365111101,1.0,1.0,0.5,0.263722397476
0,7.0,338,4,0.0,0.995365111101,0.8,0.64,0.4,0.179818887451
0,7.0,339,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,7.0,342,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,7.0,343,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.166666666667,0.169398907104
0,7.0,344,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,7.0,359,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,7.0,457,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
1,7.0,457,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,7.0,552,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,7.0,808,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
1,7.0,808,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,7.0,851,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
1,7.0,851,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,7.0,1069,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,7.0,1366,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,7.0,1371,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,7.0,1469,4,0.0,0.987640296269,0.571428571429,0.326530612245,0.0,0.137724550898
0,18.0,62,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,18.0,63,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
1,18.0,63,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,18.0,140,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,18.0,158,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,18.0,159,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,18.0,167,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,18.0,254,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,18.0,259,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,18.0,262,4,1.0,0.0,0.8,0.64,0.0,0.179818887451
0,18.0,263,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
0,18.0,266,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
0,18.0,316,4,0.0,0.995365111101,0.8,0.64,0.4,0.179818887451
0,18.0,443,4,0.0,0.995365111101,0.8,0.64,0.4,0.179818887451
0,18.0,1334,4,0.0,0.995365111101,0.8,0.64,0.4,0.179818887451
0,21.0,323,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,21.0,324,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,21.0,328,4,1.0,0.0,0.8,0.64,0.0,0.179818887451
1,21.0,328,4,1.0,0.0,0.8,0.64,0.0,0.179818887451
0,21.0,329,4,0.0,0.990730222202,0.8,0.64,0.6,0.179818887451
1,21.0,329,4,0.0,0.990730222202,0.8,0.64,0.6,0.179818887451
2,21.0,329,4,0.0,0.990730222202,0.8,0.64,0.6,0.179818887451
0,21.0,336,4,0.0,0.990730222202,0.8,0.64,0.6,0.179818887451
0,21.0,339,4,0.0,0.990730222202,0.8,0.64,0.4,0.179818887451
0,21.0,363,4,0.0,0.990730222202,0.8,0.64,0.4,0.179818887451
0,22.0,1340,4,0.0,0.745365111101,1.0,1.0,0.25,0.263722397476
0,22.0,1341,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
1,22.0,1341,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
2,22.0,1341,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
3,22.0,1341,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
4,22.0,1341,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
5,22.0,1341,4,1.0,0.981460444404,1.0,1.0,0.5,0.263722397476
0,22.0,1372,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
1,22.0,1372,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
2,22.0,1372,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
3,22.0,1372,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
0,22.0,1373,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
0,22.0,1413,4,0.0,0.981460444404,1.0,1.0,0.5,0.263722397476
0,25.0,5,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
1,25.0,5,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,25.0,6,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
1,25.0,6,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,25.0,30,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
1,25.0,30,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,25.0,85,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,25.0,90,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
0,25.0,91,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
0,25.0,97,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
0,25.0,102,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
1,25.0,102,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
0,25.0,128,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
0,25.0,162,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
0,25.0,344,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
1,25.0,344,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
2,25.0,344,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
0,25.0,346,4,0.0,0.0,0.571428571429,0.326530612245,0.0,0.137724550898
1,25.0,346,4,1.0,0.0,0.571428571429,0.326530612245,0.0,0.137724550898
0,25.0,347,4,0.0,0.992584177762,0.571428571429,0.326530612245,0.285714285714,0.137724550898
1,25.0,347,4,0.0,0.992584177762,0.571428571429,0.326530612245,0.285714285714,0.137724550898
0,25.0,867,4,0.0,0.992584177762,0.5,0.25,0.25,0.12925170068
1,25.0,867,4,0.0,0.992584177762,0.5,0.25,0.25,0.12925170068
0,25.0,869,4,0.0,0.992584177762,0.5,0.25,0.25,0.12925170068
0,25.0,918,4,0.0,0.992584177762,0.5,0.25,0.25,0.12925170068
0,25.0,960,4,0.0,0.992584177762,0.5,0.25,0.25,0.12925170068
0,25.0,1072,4,0.0,0.992584177762,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
0,25.0,1073,4,0.0,0.992584177762,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
1,25.0,1073,4,0.0,0.992584177762,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
0,25.0,1138,4,0.0,0.992584177762,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
1,25.0,1138,4,0.0,0.992584177762,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
0,25.0,1140,4,0.0,0.992584177762,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
0,25.0,1218,4,0.0,0.992584177762,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
0,25.0,1375,4,0.0,0.992584177762,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
0,28.0,12,4,1.0,0.0,1.0,1.0,0.0,0.263722397476
0,28.0,13,4,1.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,28.0,16,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,28.0,28,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,28.0,29,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,28.0,36,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,28.0,49,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,28.0,120,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,28.0,121,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,28.0,158,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,28.0,1144,4,1.0,0.0,0.8,0.64,0.0,0.179818887451
0,28.0,1146,4,0.0,0.0,0.8,0.64,0.0,0.179818887451
0,34.0,555,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,34.0,556,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,34.0,1315,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,34.0,1413,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
0,38.0,7,4,1.0,0.0,1.0,1.0,0.0,0.263722397476
0,38.0,8,4,0.0,0.990730222202,1.0,1.0,0.5,0.263722397476
1,38.0,8,4,0.0,0.990730222202,1.0,1.0,0.5,0.263722397476
0,38.0,17,4,0.0,0.990730222202,1.0,1.0,0.5,0.263722397476
1,38.0,17,4,0.0,0.990730222202,1.0,1.0,0.5,0.263722397476
0,38.0,30,4,0.0,0.990730222202,1.0,1.0,0.5,0.263722397476
0,38.0,163,4,0.0,0.990730222202,1.0,1.0,0.5,0.263722397476
0,38.0,306,4,0.0,0.990730222202,0.8,0.64,0.4,0.179818887451
1,38.0,306,4,0.0,0.990730222202,0.8,0.64,0.4,0.179818887451
2,38.0,306,4,0.0,0.990730222202,0.8,0.64,0.4,0.179818887451
0,38.0,307,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,38.0,315,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
1,38.0,315,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,38.0,320,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,38.0,414,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,38.0,728,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,38.0,730,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,38.0,731,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,38.0,739,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,38.0,1235,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,38.0,1413,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
1,38.0,1413,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,38.0,1416,4,0.0,0.987640296269,0.666666666667,0.444444444444,0.0,0.169398907104
0,44.0,615,4,1.0,0.0,1.0,1.0,0.0,0.263722397476
0,44.0,616,4,1.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,739,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1,44.0,739,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,768,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,771,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,835,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,858,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,987,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,1030,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,1045,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,1069,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,1084,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,1085,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,1184,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,1330,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1,44.0,1330,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,1334,4,0.0,-0.0185395555959,1.0,1.0,0.0,0.263722397476
0,44.0,1337,4,1.0,-0.345693037064,1.0,1.0,0.0,0.263722397476
0,44.0,1339,4,0.0,-0.345693037064,1.0,1.0,0.0,0.263722397476
0,44.0,1340,4,0.0,-0.345693037064,1.0,1.0,0.0,0.263722397476
0,63.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
1,63.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
2,63.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
3,63.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
4,63.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
5,63.0,0,4,1.0,0.0,1.0,1.0,0.0,0.263722397476
0,63.0,1,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
1,63.0,1,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
2,63.0,1,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
3,63.0,1,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
4,63.0,1,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
5,63.0,1,4,1.0,0.981460444404,1.0,1.0,0.0,0.263722397476
0,63.0,2,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
0,63.0,3,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
0,63.0,8,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
1,63.0,8,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
0,63.0,9,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
1,63.0,9,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
2,63.0,9,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
3,63.0,9,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
0,63.0,15,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
0,63.0,20,4,0.0,0.981460444404,0.666666666667,0.444444444444,0.0,0.169398907104
0,63.0,21,4,0.0,0.995365111101,0.666666666667,0.444444444444,0.5,0.169398907104
0,63.0,31,4,0.0,0.981460444404,0.666666666667,0.444444444444,-0.166666666667,0.169398907104
0,63.0,48,4,0.0,0.981460444404,0.571428571429,0.326530612245,-0.142857142857,0.137724550898
0,63.0,49,4,0.0,0.981460444404,0.571428571429,0.326530612245,-0.142857142857,0.137724550898
1,63.0,49,4,0.0,0.981460444404,0.571428571429,0.326530612245,-0.142857142857,0.137724550898
2,63.0,49,4,0.0,0.981460444404,0.571428571429,0.326530612245,-0.142857142857,0.137724550898
3,63.0,49,4,1.0,0.981460444404,0.571428571429,0.326530612245,-0.142857142857,0.137724550898
0,63.0,50,4,0.0,0.987640296269,0.571428571429,0.326530612245,0.142857142857,0.137724550898
1,63.0,50,4,0.0,0.987640296269,0.571428571429,0.326530612245,0.142857142857,0.137724550898
0,63.0,51,4,0.0,0.987640296269,0.571428571429,0.326530612245,0.0,0.137724550898
1,63.0,51,4,0.0,0.987640296269,0.571428571429,0.326530612245,0.0,0.137724550898
0,63.0,54,4,0.0,0.987640296269,0.5,0.25,0.0,0.12925170068
0,63.0,55,4,0.0,0.992584177762,0.5,0.25,0.25,0.12925170068
0,63.0,71,4,0.0,0.987640296269,0.5,0.25,0.0,0.12925170068
0,63.0,108,4,0.0,0.990730222202,0.5,0.25,0.0,0.12925170068
1,63.0,108,4,0.0,0.990730222202,0.5,0.25,0.0,0.12925170068
2,63.0,108,4,0.0,0.990730222202,0.5,0.25,0.0,0.12925170068
3,63.0,108,4,0.0,0.990730222202,0.5,0.25,0.0,0.12925170068
4,63.0,108,4,1.0,0.990730222202,0.5,0.25,0.0,0.12925170068
0,63.0,123,4,0.0,0.830243407401,0.5,0.25,-0.5,0.12925170068
0,63.0,129,4,0.0,0.830243407401,0.5,0.25,-0.5,0.12925170068
0,63.0,304,4,0.0,0.830243407401,0.5,0.25,-0.5,0.12925170068
0,63.0,454,4,0.0,0.830243407401,0.5,0.25,-0.5,0.12925170068
0,63.0,566,4,0.0,0.830243407401,0.444444444444,0.197530864198,-0.444444444444,0.0851063829787
0,63.0,567,4,0.0,0.990730222202,0.444444444444,0.197530864198,0.111111111111,0.0851063829787
0,63.0,738,4,0.0,0.994702984115,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
0,63.0,827,4,0.0,0.994702984115,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
0,63.0,1257,4,0.0,0.994702984115,0.444444444444,0.197530864198,0.222222222222,0.0851063829787
0,64.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
1,64.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
2,64.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
3,64.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
4,64.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
5,64.0,0,4,0.0,0.0,1.0,1.0,0.0,0.263722397476
6,64.0,0,4,1.0,0.0,1.0,1.0,0.0,0.263722397476
0,64.0,1,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
1,64.0,1,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
2,64.0,1,4,0.0,0.981460444404,1.0,1.0,0.0,0.263722397476
3,64.0,1,4,1.0,0.981460444404,1.0,1.0,0.0,0.263722397476
0,64.0,2,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
1,64.0,2,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
0,64.0,3,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
1,64.0,3,4,0.0,0.981460444404,0.8,0.64,0.0,0.179818887451
0,64.0,6,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
1,64.0,6,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
2,64.0,6,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
3,64.0,6,4,1.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,64.0,14,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,64.0,20,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
1,64.0,20,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
0,64.0,30,4,0.0,0.987640296269,0.8,0.64,0.0,0.179818887451
