,AnsId,QuestionId,index,Votes,AnsRank,Age,ReScore,Norm_Pos,Norm_Pos_2,Norm_DRank,EPbias
347,127,7.0,52,1.0,2,11,0.987640296269,0.5,0.25,-0.25,0.18927444795
348,16,7.0,52,1.0,3,11,0.995365111101,0.75,0.5625,0.5,0.218296529968
349,17,7.0,52,0.0,4,11,0.981460444404,1.0,1.0,0.0,0.263722397476
350,42,7.0,53,1.0,1,12,0.995365111101,0.25,0.0625,0.0,0.328706624606
351,127,7.0,53,0.0,2,12,0.987640296269,0.5,0.25,-0.25,0.18927444795
352,16,7.0,53,0.0,3,12,0.995365111101,0.75,0.5625,0.25,0.218296529968
353,17,7.0,53,0.0,4,12,0.981460444404,1.0,1.0,0.0,0.263722397476
354,42,7.0,54,1.0,1,45,0.995880098756,0.25,0.0625,0.0,0.328706624606
355,127,7.0,54,0.0,2,45,0.987640296269,0.5,0.25,-0.25,0.18927444795
356,16,7.0,54,0.0,3,45,0.995365111101,0.75,0.5625,0.25,0.218296529968
357,17,7.0,54,0.0,4,45,0.981460444404,1.0,1.0,0.0,0.263722397476
358,42,7.0,55,1.0,1,75,0.996292088881,0.25,0.0625,0.0,0.328706624606
359,127,7.0,55,0.0,2,75,0.987640296269,0.5,0.25,-0.25,0.18927444795
360,16,7.0,55,0.0,3,75,0.995365111101,0.75,0.5625,0.25,0.218296529968
361,17,7.0,55,0.0,4,75,0.981460444404,1.0,1.0,0.0,0.263722397476
362,42,7.0,56,1.0,1,135,0.99662917171,0.25,0.0625,0.0,0.328706624606
363,127,7.0,56,0.0,2,135,0.987640296269,0.5,0.25,-0.25,0.18927444795
364,16,7.0,56,0.0,3,135,0.995365111101,0.75,0.5625,0.25,0.218296529968
365,17,7.0,56,0.0,4,135,0.981460444404,1.0,1.0,0.0,0.263722397476
366,17,7.0,57,1.0,1,140,0.987640296269,0.25,0.0625,-0.5,0.328706624606
367,42,7.0,57,0.0,2,140,0.99662917171,0.5,0.25,0.25,0.18927444795
368,127,7.0,57,0.0,3,140,0.987640296269,0.75,0.5625,-0.25,0.218296529968
369,16,7.0,57,0.0,4,140,0.995365111101,1.0,1.0,0.5,0.263722397476
370,42,7.0,58,1.0,1,158,0.996910074067,0.25,0.0625,0.0,0.328706624606
371,17,7.0,58,0.0,2,158,0.987640296269,0.5,0.25,-0.25,0.18927444795
372,127,7.0,58,0.0,3,158,0.987640296269,0.75,0.5625,-0.25,0.218296529968
373,16,7.0,58,0.0,4,158,0.995365111101,1.0,1.0,0.5,0.263722397476
374,42,7.0,59,1.0,1,336,0.997147760678,0.25,0.0625,0.0,0.328706624606
375,17,7.0,59,0.0,2,336,0.987640296269,0.5,0.25,-0.25,0.18927444795
376,127,7.0,59,0.0,3,336,0.987640296269,0.75,0.5625,-0.25,0.218296529968
377,16,7.0,59,0.0,4,336,0.995365111101,1.0,1.0,0.5,0.263722397476
520,33,18.0,99,0.0,1,62,0.996910074067,0.25,0.0625,0.0,0.328706624606
521,24,18.0,99,0.0,2,62,0.990730222202,0.5,0.25,0.0,0.18927444795
522,1382,18.0,99,1.0,3,62,0.0,0.75,0.5625,0.0,0.218296529968
523,384,18.0,99,0.0,4,62,0.0,1.0,1.0,0.0,0.263722397476
524,33,18.0,100,1.0,1,63,0.997147760678,0.25,0.0625,0.0,0.328706624606
525,1382,18.0,100,1.0,2,63,0.981460444404,0.5,0.25,-0.25,0.18927444795
526,24,18.0,100,0.0,3,63,0.990730222202,0.75,0.5625,0.25,0.218296529968
527,384,18.0,100,0.0,4,63,0.0,1.0,1.0,0.0,0.263722397476
528,33,18.0,101,0.0,1,140,0.997147760678,0.25,0.0625,0.0,0.328706624606
529,24,18.0,101,1.0,2,140,0.992584177762,0.5,0.25,0.0,0.18927444795
530,1382,18.0,101,0.0,3,140,0.981460444404,0.75,0.5625,0.0,0.218296529968
531,384,18.0,101,0.0,4,140,0.0,1.0,1.0,0.0,0.263722397476
532,33,18.0,102,0.0,1,158,0.997147760678,0.25,0.0625,0.0,0.328706624606
533,24,18.0,102,1.0,2,158,0.993820148135,0.5,0.25,0.0,0.18927444795
534,1382,18.0,102,0.0,3,158,0.981460444404,0.75,0.5625,0.0,0.218296529968
535,384,18.0,102,0.0,4,158,0.0,1.0,1.0,0.0,0.263722397476
536,33,18.0,103,1.0,1,159,0.997351492058,0.25,0.0625,0.0,0.328706624606
537,24,18.0,103,0.0,2,159,0.993820148135,0.5,0.25,0.0,0.18927444795
538,1382,18.0,103,0.0,3,159,0.981460444404,0.75,0.5625,0.0,0.218296529968
539,384,18.0,103,0.0,4,159,0.0,1.0,1.0,0.0,0.263722397476
540,33,18.0,104,1.0,1,167,0.997528059254,0.25,0.0625,0.0,0.328706624606
541,24,18.0,104,0.0,2,167,0.993820148135,0.5,0.25,0.0,0.18927444795
542,1382,18.0,104,0.0,3,167,0.981460444404,0.75,0.5625,0.0,0.218296529968
543,384,18.0,104,0.0,4,167,0.0,1.0,1.0,0.0,0.263722397476
544,33,18.0,105,0.0,1,254,0.997528059254,0.25,0.0625,0.0,0.328706624606
545,24,18.0,105,1.0,2,254,0.994702984115,0.5,0.25,0.0,0.18927444795
546,1382,18.0,105,0.0,3,254,0.981460444404,0.75,0.5625,0.0,0.218296529968
547,384,18.0,105,0.0,4,254,0.0,1.0,1.0,0.0,0.263722397476
548,33,18.0,106,0.0,1,259,0.997528059254,0.25,0.0625,0.0,0.328706624606
549,24,18.0,106,1.0,2,259,0.995365111101,0.5,0.25,0.0,0.18927444795
550,1382,18.0,106,0.0,3,259,0.981460444404,0.75,0.5625,0.0,0.218296529968
551,384,18.0,106,0.0,4,259,0.0,1.0,1.0,0.0,0.263722397476
593,80,21.0,118,0.0,1,323,0.990730222202,0.25,0.0625,0.0,0.328706624606
594,40,21.0,118,0.0,2,323,0.990730222202,0.5,0.25,0.0,0.18927444795
595,2912,21.0,118,1.0,3,323,0.0,0.75,0.5625,0.0,0.218296529968
596,2358,21.0,118,0.0,4,323,0.0,1.0,1.0,0.0,0.263722397476
597,80,21.0,119,0.0,1,324,0.990730222202,0.25,0.0625,0.0,0.328706624606
598,2912,21.0,119,1.0,2,324,0.981460444404,0.5,0.25,-0.25,0.18927444795
599,40,21.0,119,0.0,3,324,0.990730222202,0.75,0.5625,0.25,0.218296529968
600,2358,21.0,119,0.0,4,324,0.0,1.0,1.0,0.0,0.263722397476
674,46,22.0,141,0.0,1,1340,0.872682555551,0.25,0.0625,-0.25,0.328706624606
675,90,22.0,141,0.0,2,1340,0.994702984115,0.5,0.25,0.25,0.18927444795
676,792,22.0,141,1.0,3,1340,0.0,0.75,0.5625,-0.25,0.218296529968
677,76,22.0,141,0.0,4,1340,0.745365111101,1.0,1.0,0.25,0.263722397476
678,46,22.0,142,1.0,1,1341,0.880171816989,0.25,0.0625,-0.5,0.328706624606
679,76,22.0,142,1.0,2,1341,0.796292088881,0.5,0.25,-0.5,0.18927444795
680,90,22.0,142,3.0,3,1341,0.995365111101,0.75,0.5625,0.5,0.218296529968
681,792,22.0,142,1.0,4,1341,0.981460444404,1.0,1.0,0.5,0.263722397476
682,46,22.0,143,2.0,1,1372,0.886828938267,0.25,0.0625,-0.5,0.328706624606
683,90,22.0,143,1.0,2,1372,0.99662917171,0.5,0.25,0.25,0.18927444795
684,76,22.0,143,1.0,3,1372,0.814810989892,0.75,0.5625,-0.25,0.218296529968
685,792,22.0,143,0.0,4,1372,0.981460444404,1.0,1.0,0.5,0.263722397476
686,46,22.0,144,1.0,1,1373,0.89814604444,0.25,0.0625,-0.5,0.328706624606
687,90,22.0,144,0.0,2,1373,0.99662917171,0.5,0.25,0.25,0.18927444795
688,76,22.0,144,0.0,3,1373,0.814810989892,0.75,0.5625,-0.25,0.218296529968
689,792,22.0,144,0.0,4,1373,0.981460444404,1.0,1.0,0.5,0.263722397476
690,46,22.0,145,0.0,1,1413,0.89814604444,0.25,0.0625,-0.5,0.328706624606
691,90,22.0,145,1.0,2,1413,0.996910074067,0.5,0.25,0.25,0.18927444795
692,76,22.0,145,0.0,3,1413,0.814810989892,0.75,0.5625,-0.25,0.218296529968
693,792,22.0,145,0.0,4,1413,0.981460444404,1.0,1.0,0.5,0.263722397476
702,67,25.0,149,1.0,1,5,0.987640296269,0.25,0.0625,0.0,0.328706624606
703,49,25.0,149,1.0,2,5,0.0,0.5,0.25,0.0,0.18927444795
704,27,25.0,149,0.0,3,5,0.0,0.75,0.5625,0.0,0.218296529968
705,29,25.0,149,0.0,4,5,0.0,1.0,1.0,0.0,0.263722397476
706,67,25.0,150,1.0,1,6,0.990730222202,0.25,0.0625,0.0,0.328706624606
707,49,25.0,150,1.0,2,6,0.981460444404,0.5,0.25,0.0,0.18927444795
708,27,25.0,150,0.0,3,6,0.0,0.75,0.5625,0.0,0.218296529968
709,29,25.0,150,0.0,4,6,0.0,1.0,1.0,0.0,0.263722397476
710,67,25.0,151,1.0,1,30,0.992584177762,0.25,0.0625,0.0,0.328706624606
711,49,25.0,151,1.0,2,30,0.987640296269,0.5,0.25,0.0,0.18927444795
712,27,25.0,151,0.0,3,30,0.0,0.75,0.5625,0.0,0.218296529968
713,29,25.0,151,0.0,4,30,0.0,1.0,1.0,0.0,0.263722397476
714,67,25.0,152,0.0,1,85,0.992584177762,0.25,0.0625,0.0,0.328706624606
715,49,25.0,152,1.0,2,85,0.990730222202,0.5,0.25,0.0,0.18927444795
716,27,25.0,152,0.0,3,85,0.0,0.75,0.5625,0.0,0.218296529968
717,29,25.0,152,0.0,4,85,0.0,1.0,1.0,0.0,0.263722397476
867,41,28.0,180,0.0,1,12,0.996292088881,0.25,0.0625,0.0,0.328706624606
868,58,28.0,180,0.0,2,12,0.987640296269,0.5,0.25,0.0,0.18927444795
869,51,28.0,180,0.0,3,12,0.981460444404,0.75,0.5625,0.0,0.218296529968
870,168,28.0,180,1.0,4,12,0.0,1.0,1.0,0.0,0.263722397476
871,41,28.0,181,0.0,1,13,0.996292088881,0.25,0.0625,0.0,0.328706624606
872,58,28.0,181,0.0,2,13,0.987640296269,0.5,0.25,0.0,0.18927444795
873,51,28.0,181,0.0,3,13,0.981460444404,0.75,0.5625,0.0,0.218296529968
874,168,28.0,181,1.0,4,13,-0.0185395555959,1.0,1.0,0.0,0.263722397476
875,41,28.0,182,1.0,1,16,0.99662917171,0.25,0.0625,0.0,0.328706624606
876,58,28.0,182,0.0,2,16,0.987640296269,0.5,0.25,0.0,0.18927444795
877,51,28.0,182,0.0,3,16,0.981460444404,0.75,0.5625,0.0,0.218296529968
878,168,28.0,182,0.0,4,16,-0.0185395555959,1.0,1.0,0.0,0.263722397476
879,41,28.0,183,1.0,1,28,0.996910074067,0.25,0.0625,0.0,0.328706624606
880,58,28.0,183,0.0,2,28,0.987640296269,0.5,0.25,0.0,0.18927444795
881,51,28.0,183,0.0,3,28,0.981460444404,0.75,0.5625,0.0,0.218296529968
882,168,28.0,183,0.0,4,28,-0.0185395555959,1.0,1.0,0.0,0.263722397476
883,41,28.0,184,1.0,1,29,0.997147760678,0.25,0.0625,0.0,0.328706624606
884,58,28.0,184,0.0,2,29,0.987640296269,0.5,0.25,0.0,0.18927444795
885,51,28.0,184,0.0,3,29,0.981460444404,0.75,0.5625,0.0,0.218296529968
886,168,28.0,184,0.0,4,29,-0.0185395555959,1.0,1.0,0.0,0.263722397476
887,41,28.0,185,0.0,1,36,0.997147760678,0.25,0.0625,0.0,0.328706624606
888,58,28.0,185,1.0,2,36,0.990730222202,0.5,0.25,0.0,0.18927444795
889,51,28.0,185,0.0,3,36,0.981460444404,0.75,0.5625,0.0,0.218296529968
890,168,28.0,185,0.0,4,36,-0.0185395555959,1.0,1.0,0.0,0.263722397476
891,41,28.0,186,0.0,1,49,0.997147760678,0.25,0.0625,0.0,0.328706624606
892,58,28.0,186,1.0,2,49,0.992584177762,0.5,0.25,0.0,0.18927444795
893,51,28.0,186,0.0,3,49,0.981460444404,0.75,0.5625,0.0,0.218296529968
894,168,28.0,186,0.0,4,49,-0.0185395555959,1.0,1.0,0.0,0.263722397476
895,41,28.0,187,1.0,1,120,0.997351492058,0.25,0.0625,0.0,0.328706624606
896,58,28.0,187,0.0,2,120,0.992584177762,0.5,0.25,0.0,0.18927444795
897,51,28.0,187,0.0,3,120,0.981460444404,0.75,0.5625,0.0,0.218296529968
898,168,28.0,187,0.0,4,120,-0.0185395555959,1.0,1.0,0.0,0.263722397476
899,41,28.0,188,1.0,1,121,0.997528059254,0.25,0.0625,0.0,0.328706624606
900,58,28.0,188,0.0,2,121,0.992584177762,0.5,0.25,0.0,0.18927444795
901,51,28.0,188,0.0,3,121,0.981460444404,0.75,0.5625,0.0,0.218296529968
902,168,28.0,188,0.0,4,121,-0.0185395555959,1.0,1.0,0.0,0.263722397476
903,41,28.0,189,1.0,1,158,0.997682555551,0.25,0.0625,0.0,0.328706624606
904,58,28.0,189,0.0,2,158,0.992584177762,0.5,0.25,0.0,0.18927444795
905,51,28.0,189,0.0,3,158,0.981460444404,0.75,0.5625,0.0,0.218296529968
906,168,28.0,189,0.0,4,158,-0.0185395555959,1.0,1.0,0.0,0.263722397476
987,37,34.0,233,0.0,1,555,0.995365111101,0.25,0.0625,0.0,0.328706624606
988,88,34.0,233,0.0,2,555,0.990730222202,0.5,0.25,0.0,0.18927444795
989,1458,34.0,233,1.0,3,555,0.0,0.75,0.5625,0.0,0.218296529968
990,1878,34.0,233,0.0,4,555,0.0,1.0,1.0,0.0,0.263722397476
991,37,34.0,234,0.0,1,556,0.995365111101,0.25,0.0625,0.0,0.328706624606
992,1458,34.0,234,1.0,2,556,0.981460444404,0.5,0.25,-0.25,0.18927444795
993,88,34.0,234,0.0,3,556,0.990730222202,0.75,0.5625,0.25,0.218296529968
994,1878,34.0,234,0.0,4,556,0.0,1.0,1.0,0.0,0.263722397476
995,37,34.0,235,1.0,1,1315,0.995880098756,0.25,0.0625,0.0,0.328706624606
996,1458,34.0,235,0.0,2,1315,0.981460444404,0.5,0.25,-0.25,0.18927444795
997,88,34.0,235,0.0,3,1315,0.990730222202,0.75,0.5625,0.25,0.218296529968
998,1878,34.0,235,0.0,4,1315,0.0,1.0,1.0,0.0,0.263722397476
999,37,34.0,236,1.0,1,1413,0.996292088881,0.25,0.0625,0.0,0.328706624606
1000,1458,34.0,236,0.0,2,1413,0.981460444404,0.5,0.25,-0.25,0.18927444795
1001,88,34.0,236,0.0,3,1413,0.990730222202,0.75,0.5625,0.25,0.218296529968
1002,1878,34.0,236,0.0,4,1413,0.0,1.0,1.0,0.0,0.263722397476
1017,57,38.0,242,0.0,1,7,0.995880098756,0.25,0.0625,0.0,0.328706624606
1018,47,38.0,242,0.0,2,7,0.987640296269,0.5,0.25,-0.25,0.18927444795
1019,48,38.0,242,0.0,3,7,0.990730222202,0.75,0.5625,0.25,0.218296529968
1020,133,38.0,242,1.0,4,7,0.0,1.0,1.0,0.0,0.263722397476
1021,133,38.0,243,1.0,1,8,0.981460444404,0.25,0.0625,-0.75,0.328706624606
1022,57,38.0,243,1.0,2,8,0.996292088881,0.5,0.25,0.25,0.18927444795
1023,47,38.0,243,0.0,3,8,0.987640296269,0.75,0.5625,0.0,0.218296529968
1024,48,38.0,243,0.0,4,8,0.990730222202,1.0,1.0,0.5,0.263722397476
1025,57,38.0,244,2.0,1,17,0.99662917171,0.25,0.0625,0.0,0.328706624606
1026,133,38.0,244,0.0,2,17,0.981460444404,0.5,0.25,-0.5,0.18927444795
1027,47,38.0,244,0.0,3,17,0.987640296269,0.75,0.5625,0.0,0.218296529968
1028,48,38.0,244,0.0,4,17,0.990730222202,1.0,1.0,0.5,0.263722397476
1029,57,38.0,245,1.0,1,30,0.997147760678,0.25,0.0625,0.0,0.328706624606
1030,133,38.0,245,0.0,2,30,0.981460444404,0.5,0.25,-0.5,0.18927444795
1031,47,38.0,245,0.0,3,30,0.987640296269,0.75,0.5625,0.0,0.218296529968
1032,48,38.0,245,0.0,4,30,0.990730222202,1.0,1.0,0.5,0.263722397476
1033,57,38.0,246,1.0,1,163,0.997351492058,0.25,0.0625,0.0,0.328706624606
1034,133,38.0,246,0.0,2,163,0.981460444404,0.5,0.25,-0.5,0.18927444795
1035,47,38.0,246,0.0,3,163,0.987640296269,0.75,0.5625,0.0,0.218296529968
1036,48,38.0,246,0.0,4,163,0.990730222202,1.0,1.0,0.5,0.263722397476
1172,55,44.0,292,0.0,1,615,0.998940596823,0.25,0.0625,0.0,0.328706624606
1173,53,44.0,292,0.0,2,615,0.89814604444,0.5,0.25,-0.25,0.18927444795
1174,3099,44.0,292,0.0,3,615,0.987640296269,0.75,0.5625,0.25,0.218296529968
1175,3953,44.0,292,1.0,4,615,0.0,1.0,1.0,0.0,0.263722397476
1176,55,44.0,293,0.0,1,616,0.998940596823,0.25,0.0625,0.0,0.328706624606
1177,53,44.0,293,0.0,2,616,0.89814604444,0.5,0.25,-0.25,0.18927444795
1178,3099,44.0,293,0.0,3,616,0.987640296269,0.75,0.5625,0.25,0.218296529968
1179,3953,44.0,293,1.0,4,616,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1180,55,44.0,294,1.0,1,739,0.998970024689,0.25,0.0625,0.0,0.328706624606
1181,53,44.0,294,1.0,2,739,0.9029962328,0.5,0.25,-0.25,0.18927444795
1182,3099,44.0,294,0.0,3,739,0.987640296269,0.75,0.5625,0.25,0.218296529968
1183,3953,44.0,294,0.0,4,739,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1184,55,44.0,295,1.0,1,768,0.99899786186,0.25,0.0625,0.0,0.328706624606
1185,53,44.0,295,0.0,2,768,0.9029962328,0.5,0.25,-0.25,0.18927444795
1186,3099,44.0,295,0.0,3,768,0.987640296269,0.75,0.5625,0.25,0.218296529968
1187,3953,44.0,295,0.0,4,768,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1188,55,44.0,296,1.0,1,771,0.999024233916,0.25,0.0625,0.0,0.328706624606
1189,53,44.0,296,0.0,2,771,0.9029962328,0.5,0.25,-0.25,0.18927444795
1190,3099,44.0,296,0.0,3,771,0.987640296269,0.75,0.5625,0.25,0.218296529968
1191,3953,44.0,296,0.0,4,771,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1192,55,44.0,297,0.0,1,835,0.999024233916,0.25,0.0625,0.0,0.328706624606
1193,53,44.0,297,1.0,2,835,0.907405494946,0.5,0.25,-0.25,0.18927444795
1194,3099,44.0,297,0.0,3,835,0.987640296269,0.75,0.5625,0.25,0.218296529968
1195,3953,44.0,297,0.0,4,835,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1196,55,44.0,298,1.0,1,858,0.999049253559,0.25,0.0625,0.0,0.328706624606
1197,53,44.0,298,0.0,2,858,0.907405494946,0.5,0.25,-0.25,0.18927444795
1198,3099,44.0,298,0.0,3,858,0.987640296269,0.75,0.5625,0.25,0.218296529968
1199,3953,44.0,298,0.0,4,858,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1200,55,44.0,299,1.0,1,987,0.99907302222,0.25,0.0625,0.0,0.328706624606
1201,53,44.0,299,0.0,2,987,0.907405494946,0.5,0.25,-0.25,0.18927444795
1202,3099,44.0,299,0.0,3,987,0.987640296269,0.75,0.5625,0.25,0.218296529968
1203,3953,44.0,299,0.0,4,987,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1204,55,44.0,300,1.0,1,1030,0.999095631434,0.25,0.0625,0.0,0.328706624606
1205,53,44.0,300,0.0,2,1030,0.907405494946,0.5,0.25,-0.25,0.18927444795
1206,3099,44.0,300,0.0,3,1030,0.987640296269,0.75,0.5625,0.25,0.218296529968
1207,3953,44.0,300,0.0,4,1030,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1208,55,44.0,301,1.0,1,1045,0.999117164019,0.25,0.0625,0.0,0.328706624606
1209,53,44.0,301,0.0,2,1045,0.907405494946,0.5,0.25,-0.25,0.18927444795
1210,3099,44.0,301,0.0,3,1045,0.987640296269,0.75,0.5625,0.25,0.218296529968
1211,3953,44.0,301,0.0,4,1045,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1212,55,44.0,302,1.0,1,1069,0.999137695089,0.25,0.0625,0.0,0.328706624606
1213,53,44.0,302,0.0,2,1069,0.907405494946,0.5,0.25,-0.25,0.18927444795
1214,3099,44.0,302,0.0,3,1069,0.987640296269,0.75,0.5625,0.25,0.218296529968
1215,3953,44.0,302,0.0,4,1069,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1216,55,44.0,303,1.0,1,1084,0.999157292927,0.25,0.0625,0.0,0.328706624606
1217,53,44.0,303,0.0,2,1084,0.907405494946,0.5,0.25,-0.25,0.18927444795
1218,3099,44.0,303,0.0,3,1084,0.987640296269,0.75,0.5625,0.25,0.218296529968
1219,3953,44.0,303,0.0,4,1084,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1220,55,44.0,304,1.0,1,1085,0.999176019751,0.25,0.0625,0.0,0.328706624606
1221,53,44.0,304,0.0,2,1085,0.907405494946,0.5,0.25,-0.25,0.18927444795
1222,3099,44.0,304,0.0,3,1085,0.987640296269,0.75,0.5625,0.25,0.218296529968
1223,3953,44.0,304,0.0,4,1085,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1224,55,44.0,305,1.0,1,1184,0.999193932365,0.25,0.0625,0.0,0.328706624606
1225,53,44.0,305,0.0,2,1184,0.907405494946,0.5,0.25,-0.25,0.18927444795
1226,3099,44.0,305,0.0,3,1184,0.987640296269,0.75,0.5625,0.25,0.218296529968
1227,3953,44.0,305,0.0,4,1184,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1228,55,44.0,306,1.0,1,1330,0.999211082741,0.25,0.0625,0.0,0.328706624606
1229,53,44.0,306,1.0,2,1330,0.911431342992,0.5,0.25,-0.25,0.18927444795
1230,3099,44.0,306,0.0,3,1330,0.987640296269,0.75,0.5625,0.25,0.218296529968
1231,3953,44.0,306,0.0,4,1330,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1232,55,44.0,307,1.0,1,1334,0.999227518517,0.25,0.0625,0.0,0.328706624606
1233,53,44.0,307,0.0,2,1334,0.911431342992,0.5,0.25,-0.25,0.18927444795
1234,3099,44.0,307,0.0,3,1334,0.987640296269,0.75,0.5625,0.25,0.218296529968
1235,3953,44.0,307,0.0,4,1334,-0.0185395555959,1.0,1.0,0.0,0.263722397476
1236,55,44.0,308,0.0,1,1337,0.999227518517,0.25,0.0625,0.0,0.328706624606
1237,53,44.0,308,0.0,2,1337,0.911431342992,0.5,0.25,-0.25,0.18927444795
1238,3099,44.0,308,0.0,3,1337,0.987640296269,0.75,0.5625,0.25,0.218296529968
1239,3953,44.0,308,1.0,4,1337,-0.345693037064,1.0,1.0,0.0,0.263722397476
1240,55,44.0,309,1.0,1,1339,0.999243283445,0.25,0.0625,0.0,0.328706624606
1241,53,44.0,309,0.0,2,1339,0.911431342992,0.5,0.25,-0.25,0.18927444795
1242,3099,44.0,309,0.0,3,1339,0.987640296269,0.75,0.5625,0.25,0.218296529968
1243,3953,44.0,309,0.0,4,1339,-0.345693037064,1.0,1.0,0.0,0.263722397476
1244,55,44.0,310,1.0,1,1340,0.999258417776,0.25,0.0625,0.0,0.328706624606
1245,53,44.0,310,0.0,2,1340,0.911431342992,0.5,0.25,-0.25,0.18927444795
1246,3099,44.0,310,0.0,3,1340,0.987640296269,0.75,0.5625,0.25,0.218296529968
1247,3953,44.0,310,0.0,4,1340,-0.345693037064,1.0,1.0,0.0,0.263722397476
1298,65,63.0,335,3.0,1,0,0.0,0.25,0.0625,0.0,0.328706624606
1299,73,63.0,335,1.0,2,0,0.0,0.5,0.25,0.0,0.18927444795
1300,77,63.0,335,1.0,3,0,0.0,0.75,0.5625,0.0,0.218296529968
1301,75,63.0,335,1.0,4,0,0.0,1.0,1.0,0.0,0.263722397476
1302,65,63.0,336,2.0,1,1,0.990730222202,0.25,0.0625,0.0,0.328706624606
1303,75,63.0,336,1.0,2,1,0.981460444404,0.5,0.25,0.0,0.18927444795
1304,73,63.0,336,2.0,3,1,0.981460444404,0.75,0.5625,0.0,0.218296529968
1305,77,63.0,336,1.0,4,1,0.981460444404,1.0,1.0,0.0,0.263722397476
1306,65,63.0,337,1.0,1,2,0.993820148135,0.25,0.0625,0.0,0.328706624606
1307,75,63.0,337,0.0,2,2,0.981460444404,0.5,0.25,0.0,0.18927444795
1308,73,63.0,337,0.0,3,2,0.981460444404,0.75,0.5625,0.0,0.218296529968
1309,77,63.0,337,0.0,4,2,0.981460444404,1.0,1.0,0.0,0.263722397476
1310,65,63.0,338,1.0,1,3,0.994702984115,0.25,0.0625,0.0,0.328706624606
1311,75,63.0,338,0.0,2,3,0.981460444404,0.5,0.25,0.0,0.18927444795
1312,73,63.0,338,0.0,3,3,0.981460444404,0.75,0.5625,0.0,0.218296529968
1313,77,63.0,338,0.0,4,3,0.981460444404,1.0,1.0,0.0,0.263722397476
1484,68,64.0,362,1.0,1,0,0.0,0.25,0.0625,0.0,0.328706624606
1485,72,64.0,362,4.0,2,0,0.0,0.5,0.25,0.0,0.18927444795
1486,70,64.0,362,1.0,3,0,0.0,0.75,0.5625,0.0,0.218296529968
1487,71,64.0,362,1.0,4,0,0.0,1.0,1.0,0.0,0.263722397476
1488,72,64.0,363,1.0,1,1,0.992584177762,0.25,0.0625,0.0,0.328706624606
1489,70,64.0,363,1.0,2,1,0.981460444404,0.5,0.25,0.0,0.18927444795
